# Acquisition started at 12/08/2022 - 14:30:17 
#
#******************************************* 
#
Event	EvType	ASIC	ChType	Ch	ADC
5031	011	2	10	30		592
5032	011	2	10	8		760
5033	011	2	10	29		626
5034	011	2	10	27		614
5035	011	2	10	29		642
5036	011	2	10	0		577
5037	011	2	10	11		570
5038	011	2	10	6		590
5039	011	2	10	30		715
5040	011	2	10	1		569
5041	011	2	10	5		532
5042	011	2	10	20		599
5043	011	2	10	4		584
5044	011	2	10	9		636
5045	011	2	10	23		544
5046	011	2	11	0		0
5047	011	2	10	12		632
5048	011	2	10	6		577
5049	011	2	10	2		628
5050	011	2	10	20		563
5051	000	2	00	21		563
5051	011	2	10	22		615
5052	011	2	10	6		616
5053	011	2	10	17		562
5054	011	2	10	5		538
5055	011	2	10	29		610
5056	011	2	10	29		589
5057	011	2	10	19		538
5058	011	2	10	15		696
5059	011	2	10	12		642
5060	011	2	11	0		0
5061	011	2	10	6		608
5062	011	2	10	23		576
5063	011	2	10	28		564
5064	011	2	10	14		574
5065	011	2	10	22		595
5066	011	2	10	10		596
5067	011	2	10	12		574
5068	011	2	10	24		586
5069	011	2	10	2		562
5070	011	2	10	9		571
5071	011	2	10	21		579
5072	011	2	10	24		562
5073	011	2	10	7		547
5074	011	2	10	0		618
5075	011	2	11	0		0
5076	011	2	10	24		552
5077	011	2	11	0		0
5078	011	2	10	10		623
5079	011	2	10	4		584
5080	011	2	10	5		573
5081	011	2	10	10		580
5082	011	2	10	20		692
5083	011	2	10	30		754
5084	011	2	10	1		605
5085	011	2	10	7		541
5086	011	2	10	22		580
5087	011	2	10	0		610
5088	011	2	10	11		574
5089	011	2	10	4		620
5090	011	2	10	5		629
5091	011	2	10	1		646
5092	011	2	10	21		598
5093	011	2	10	19		559
5094	011	2	10	15		580
5095	011	2	10	15		618
5096	011	2	10	8		567
5097	011	2	10	10		610
5098	011	2	10	20		553
5099	011	2	10	29		722
5100	011	2	10	0		608
5101	011	2	10	22		597
5102	011	2	10	20		600
5103	011	2	10	1		602
5104	000	2	00	20		650
5104	011	2	10	22		608
5105	011	2	10	10		642
5106	011	2	10	7		592
5107	011	2	10	11		562
5108	011	2	10	20		555
5109	011	2	10	0		637
5110	011	2	10	14		642
5111	000	2	00	2		633
5111	011	2	10	3		630
5112	011	2	10	6		606
5113	011	2	10	5		577
5114	011	2	10	27		723
5115	011	2	10	9		546
5116	011	2	10	29		816
5117	011	2	10	0		579
5118	011	2	10	21		577
5119	000	2	00	26		644
5119	011	2	10	28		636
5120	011	2	10	8		584
5121	011	2	10	5		606
5122	011	2	10	30		707
5123	011	2	10	26		562
5124	011	2	10	29		580
5125	011	2	10	22		566
5126	011	2	10	4		574
5127	011	2	10	20		553
5128	011	2	10	6		619
5129	011	2	10	29		724
5130	011	2	10	21		541
5131	011	2	10	31		556
5132	011	2	10	30		637
5133	011	2	10	12		632
5134	011	2	10	30		596
5135	011	2	10	1		686
5136	011	2	10	21		555
5137	011	2	10	0		577
5138	011	2	10	20		741
5139	011	2	10	0		674
5140	011	2	10	30		609
5141	011	2	10	30		608
5142	011	2	10	4		633
5143	011	2	10	2		547
5144	011	2	10	29		649
5145	011	2	10	19		580
5146	011	2	10	20		576
5147	011	2	10	1		573
5148	011	2	10	10		578
5149	011	2	10	31		632
5150	011	2	10	17		545
5151	011	2	11	0		0
5152	011	2	11	0		0
5153	011	2	10	6		638
5154	011	2	10	15		596
5155	011	2	10	0		689
5156	011	2	11	0		0
5157	011	2	10	0		656
5158	011	2	10	20		566
5159	011	2	10	6		664
5160	011	2	10	9		572
5161	011	2	10	0		646
5162	011	2	10	0		612
5163	011	2	11	0		0
5164	011	2	10	2		549
5165	011	2	10	22		578
5166	011	2	10	30		688
5167	011	2	10	6		590
5168	011	2	10	10		570
5169	011	2	10	11		548
5170	011	2	10	30		675
5171	011	2	11	0		0
5172	011	2	10	15		642
5173	011	2	10	6		580
5174	011	2	10	22		563
5175	011	2	10	27		592
5176	011	2	11	0		0
5177	011	2	10	8		545
5178	000	2	00	1		634
5178	011	2	10	11		622
5179	011	2	10	29		604
5180	011	2	10	30		588
5181	011	2	10	0		600
5182	011	2	10	31		626
5183	011	2	10	18		578
5184	011	2	10	19		541
5185	011	2	10	9		586
5186	011	2	10	2		605
5187	011	2	10	29		588
5188	011	2	10	29		657
5189	011	2	10	7		562
5190	011	2	10	0		623
5191	011	2	10	16		607
5192	011	2	10	31		568
5193	011	2	10	28		568
5194	011	2	10	0		588
5195	011	2	10	9		569
5196	011	2	10	27		642
5197	011	2	10	1		573
5198	011	2	10	22		611
5199	011	2	10	11		753
5200	011	2	10	14		554
5201	011	2	10	29		627
5202	011	2	10	25		561
5203	011	2	10	0		604
5204	011	2	10	20		582
5205	011	2	10	21		550
5206	011	2	10	28		564
5207	011	2	11	0		0
5208	011	2	10	0		671
5209	011	2	10	6		617
5210	011	2	10	19		553
5211	011	2	10	9		581
5212	011	2	10	2		597
5213	011	2	10	25		576
5214	011	2	10	19		597
5215	011	2	10	7		538
5216	011	2	10	1		676
5217	011	2	10	2		573
5218	011	2	10	10		677
5219	011	2	10	6		610
5220	011	2	10	13		637
5221	011	2	10	29		622
5222	011	2	10	6		576
5223	011	2	10	0		589
5224	011	2	11	0		0
5225	011	2	10	2		594
5226	011	2	10	24		562
5227	011	2	10	29		596
5228	011	2	10	1		646
5229	011	2	10	13		578
5230	011	2	10	3		574
5231	011	2	10	6		627
5232	011	2	10	19		545
5233	011	2	10	4		783
5234	011	2	10	14		576
5235	011	2	10	22		566
5236	011	2	10	12		646
5237	011	2	10	18		555
5238	011	2	10	27		584
5239	011	2	10	18		558
5240	011	2	10	30		669
5241	011	2	10	10		658
5242	011	2	10	29		651
5243	011	2	11	0		0
5244	011	2	10	1		582
5245	011	2	10	29		598
5246	011	2	10	22		577
5247	011	2	10	21		558
5248	011	2	10	22		560
5249	011	2	10	30		661
5250	011	2	10	26		646
5251	011	2	10	24		637
5252	011	2	10	15		573
5253	011	2	10	20		583
5254	011	2	10	8		638
5255	011	2	10	22		601
5256	011	2	10	5		589
5257	011	2	10	4		619
5258	011	2	10	23		555
5259	011	2	10	27		580
5260	011	2	10	30		599
5261	011	2	10	11		553
5262	011	2	10	25		592
5263	011	2	10	30		595
5264	011	2	10	21		565
5265	000	2	00	19		580
5265	011	2	10	20		557
5266	011	2	10	31		563
5267	011	2	10	26		637
5268	011	2	10	29		631
5269	011	2	10	30		618
5270	011	2	10	4		574
5271	011	2	10	15		635
5272	011	2	10	2		578
5273	011	2	10	20		585
5274	011	2	10	22		642
5275	011	2	10	30		652
5276	011	2	10	0		714
5277	011	2	10	29		604
5278	011	2	11	0		0
5279	011	2	10	2		605
5280	011	2	10	30		667
5281	011	2	10	30		578
5282	011	2	10	22		689
5283	011	2	10	29		657
5284	000	2	00	24		743
5284	011	2	10	25		711
5285	011	2	10	16		578
5286	011	2	10	17		589
5287	011	2	10	13		690
5288	000	2	00	22		656
5288	011	2	10	30		698
5289	011	2	10	30		645
5290	011	2	10	10		576
5291	011	2	10	9		584
5292	011	2	10	10		604
5293	011	2	10	4		576
5294	011	2	10	26		602
5295	011	2	10	19		546
5296	011	2	10	17		617
5297	011	2	10	26		642
5298	011	2	10	24		893
5299	011	2	10	6		674
5300	011	2	10	21		565
5301	011	2	10	10		693
5302	000	2	00	16		644
5302	011	2	10	20		573
5303	011	2	10	4		619
5304	011	2	11	0		0
5305	011	2	10	19		541
5306	011	2	10	15		736
5307	000	2	00	29		608
5307	011	2	10	30		645
5308	011	2	10	12		597
5309	011	2	10	15		563
5310	011	2	10	11		561
5311	011	2	11	0		0
5312	011	2	10	6		602
5313	011	2	10	1		660
5314	011	2	10	29		606
5315	011	2	10	12		645
5316	011	2	11	0		0
5317	011	2	10	17		551
5318	011	2	10	15		576
5319	011	2	10	24		563
5320	011	2	10	3		574
5321	011	2	10	30		602
5322	011	2	10	7		584
5323	011	2	10	1		626
5324	011	2	10	29		613
5325	011	2	10	6		931
5326	011	2	10	7		566
5327	011	2	10	18		589
5328	011	2	10	22		598
5329	011	2	10	13		576
5330	011	2	10	22		679
5331	011	2	10	9		593
5332	011	2	10	6		577
5333	011	2	10	4		630
5334	011	2	10	4		655
5335	011	2	10	13		578
5336	011	2	10	0		657
5337	011	2	10	30		601
5338	011	2	10	24		545
5339	011	2	10	10		676
5340	011	2	10	6		718
5341	011	2	10	6		594
5342	011	2	10	6		580
5343	011	2	10	22		574
5344	011	2	10	22		583
5345	011	2	10	11		565
5346	011	2	10	2		547
5347	011	2	10	14		561
5348	011	2	10	29		1015
5349	011	2	10	8		538
5350	011	2	10	15		581
5351	011	2	10	4		584
5352	011	2	10	21		576
5353	011	2	10	1		906
5354	011	2	10	0		597
5355	011	2	10	14		569
5356	011	2	10	31		550
5357	011	2	10	20		559
5358	011	2	10	6		595
5359	011	2	10	0		637
5360	011	2	10	20		549
5361	011	2	10	0		740
5362	011	2	10	21		597
5363	011	2	10	13		566
5364	011	2	10	14		663
5365	011	2	10	0		601
5366	011	2	10	8		744
5367	011	2	10	29		601
5368	011	2	11	0		0
5369	011	2	10	4		712
5370	011	2	10	0		879
5371	011	2	10	4		734
5372	011	2	11	0		0
5373	011	2	10	2		598
5374	011	2	10	21		597
5375	011	2	10	0		594
5376	011	2	10	29		599
5377	011	2	11	0		0
5378	011	2	10	22		564
5379	011	2	10	17		538
5380	011	2	10	19		816
5381	011	2	10	4		597
5382	011	2	10	4		688
5383	011	2	10	12		571
5384	011	2	10	22		644
5385	011	2	10	29		676
5386	011	2	10	21		549
5387	011	2	10	2		613
5388	011	2	10	18		641
5389	011	2	10	1		602
5390	011	2	10	20		593
5391	011	2	10	6		617
5392	011	2	10	29		614
5393	011	2	10	29		649
5394	011	2	10	25		571
5395	011	2	10	15		573
5396	011	2	10	20		575
5397	000	2	00	20		669
5397	011	2	10	21		703
5398	011	2	10	3		674
5399	000	2	00	29		635
5399	011	2	10	30		680
5400	011	2	10	26		657
5401	011	2	10	31		566
5402	011	2	10	10		578
5403	011	2	10	12		580
5404	011	2	10	30		599
5405	011	2	10	5		563
5406	011	2	10	4		651
5407	011	2	10	26		565
5408	011	2	10	23		562
5409	011	2	10	15		599
5410	011	2	10	27		585
5411	011	2	10	30		613
5412	011	2	10	10		589
5413	011	2	10	11		570
5414	011	2	10	10		570
5415	011	2	10	6		786
5416	011	2	10	6		616
5417	011	2	10	11		593
5418	011	2	10	1		601
5419	011	2	11	0		0
5420	011	2	10	0		593
5421	011	2	10	31		543
5422	011	2	10	4		626
5423	011	2	10	8		568
5424	011	2	10	2		586
5425	011	2	10	22		585
5426	011	2	10	28		545
5427	011	2	10	20		596
5428	011	2	10	26		584
5429	011	2	10	0		580
5430	011	2	10	24		559
5431	011	2	10	10		593
5432	011	2	10	3		616
5433	011	2	10	24		566
5434	011	2	10	18		621
5435	011	2	10	13		604
5436	011	2	10	29		592
5437	011	2	10	26		570
5438	011	2	10	30		574
5439	011	2	10	1		609
5440	011	2	11	0		0
5441	011	2	10	26		648
5442	011	2	11	0		0
5443	011	2	10	30		576
5444	000	2	00	18		582
5444	011	2	10	19		617
5445	011	2	10	30		576
5446	011	2	10	10		598
5447	011	2	10	14		550
5448	011	2	10	10		634
5449	011	2	10	10		677
5450	011	2	11	0		0
5451	011	2	10	3		584
5452	011	2	10	17		544
5453	011	2	10	27		597
5454	011	2	11	0		0
5455	011	2	10	17		554
5456	011	2	10	1		618
5457	011	2	10	4		614
5458	011	2	10	2		565
5459	011	2	10	18		614
5460	011	2	10	14		605
5461	011	2	10	2		578
5462	011	2	10	28		541
5463	011	2	10	17		592
5464	011	2	10	7		647
5465	011	2	10	23		613
5466	011	2	10	18		563
5467	011	2	10	15		672
5468	011	2	10	1		578
5469	011	2	10	30		654
5470	011	2	10	10		607
5471	011	2	10	22		592
5472	011	2	10	25		690
5473	011	2	10	1		565
5474	011	2	10	22		589
5475	011	2	10	10		692
5476	011	2	11	0		0
5477	000	2	00	6		653
5477	000	2	00	8		661
5477	011	2	10	26		610
5478	011	2	10	6		690
5479	011	2	10	11		571
5480	011	2	10	24		576
5481	011	2	10	28		555
5482	011	2	10	4		649
5483	011	2	10	26		694
5484	011	2	10	29		576
5485	011	2	10	14		562
5486	011	2	10	14		608
5487	011	2	10	6		603
5488	011	2	10	29		617
5489	011	2	10	12		616
5490	011	2	10	13		613
5491	011	2	10	20		692
5492	011	2	10	25		562
5493	011	2	10	22		563
5494	011	2	10	18		625
5495	011	2	11	0		0
5496	011	2	10	28		550
5497	011	2	10	6		639
5498	011	2	10	14		563
5499	011	2	11	0		0
5500	011	2	10	12		634
5501	011	2	10	22		565
5502	011	2	10	6		634
5503	011	2	10	3		564
5504	011	2	10	15		599
5505	011	2	10	6		601
5506	011	2	10	27		583
5507	011	2	10	4		594
5508	011	2	10	27		646
5509	011	2	10	31		569
5510	011	2	10	20		554
5511	011	2	10	6		626
5512	011	2	10	25		560
5513	011	2	10	30		711
5514	011	2	10	29		602
5515	011	2	10	19		530
5516	011	2	10	18		593
5517	011	2	10	2		619
5518	011	2	10	9		576
5519	011	2	10	14		602
5520	011	2	10	0		599
5521	011	2	10	6		784
5522	011	2	10	20		578
5523	011	2	10	9		564
5524	011	2	10	1		755
5525	011	2	10	21		645
5526	011	2	10	30		587
5527	011	2	10	30		616
5528	011	2	10	14		630
5529	011	2	10	2		600
5530	011	2	10	9		550
5531	011	2	10	4		578
5532	011	2	10	29		611
5533	011	2	10	2		581
5534	011	2	10	17		610
5535	011	2	10	28		544
5536	011	2	10	3		771
5537	011	2	10	15		629
5538	011	2	11	0		0
5539	011	2	10	29		585
5540	011	2	10	21		681
5541	011	2	10	14		574
5542	011	2	10	26		572
5543	011	2	10	1		629
5544	011	2	10	22		622
5545	011	2	10	5		616
5546	011	2	10	6		647
5547	011	2	10	6		663
5548	011	2	10	4		638
5549	011	2	10	6		691
5550	011	2	10	29		685
5551	011	2	10	29		606
5552	011	2	10	30		712
5553	011	2	10	16		577
5554	011	2	10	21		552
5555	011	2	10	20		572
5556	011	2	10	21		569
5557	011	2	10	27		669
5558	011	2	10	20		566
5559	011	2	10	6		644
5560	011	2	10	6		596
5561	011	2	10	24		666
5562	011	2	10	16		597
5563	011	2	10	22		594
5564	011	2	10	2		574
5565	011	2	10	25		598
5566	011	2	10	14		603
5567	011	2	10	21		547
5568	011	2	11	0		0
5569	011	2	10	1		572
5570	011	2	10	10		628
5571	011	2	10	6		678
5572	011	2	10	0		607
5573	011	2	10	29		758
5574	011	2	10	4		599
5575	011	2	11	0		0
5576	011	2	10	26		588
5577	011	2	10	19		555
5578	011	2	10	4		608
5579	011	2	10	4		631
5580	011	2	10	21		585
5581	011	2	10	13		592
5582	011	2	11	0		0
5583	011	2	10	20		567
5584	011	2	10	4		589
5585	011	2	10	28		581
5586	011	2	10	12		566
5587	011	2	10	6		654
5588	011	2	10	10		578
5589	011	2	10	1		602
5590	011	2	10	29		588
5591	011	2	10	7		538
5592	011	2	10	30		578
5593	011	2	10	0		632
5594	011	2	10	12		603
5595	011	2	11	0		0
5596	011	2	10	30		597
5597	011	2	10	22		716
5598	011	2	10	30		684
5599	011	2	10	24		553
5600	011	2	10	20		594
5601	011	2	10	10		610
5602	011	2	10	30		609
5603	011	2	10	14		600
5604	011	2	11	0		0
5605	011	2	10	27		655
5606	011	2	11	0		0
5607	011	2	10	31		546
5608	011	2	10	1		590
5609	011	2	10	26		596
5610	011	2	10	27		614
5611	011	2	10	1		721
5612	011	2	11	0		0
5613	011	2	10	18		565
5614	011	2	11	0		0
5615	011	2	10	30		677
5616	011	2	10	12		597
5617	011	2	11	0		0
5618	011	2	10	2		602
5619	011	2	10	14		578
5620	011	2	10	29		666
5621	011	2	10	6		581
5622	011	2	11	0		0
5623	011	2	10	20		629
5624	011	2	10	28		546
5625	011	2	10	1		674
5626	011	2	10	27		624
5627	011	2	10	30		590
5628	011	2	10	21		577
5629	011	2	10	23		716
5630	011	2	10	21		690
5631	011	2	10	30		673
5632	011	2	10	6		598
5633	011	2	10	0		627
5634	011	2	10	22		592
5635	011	2	10	11		602
5636	011	2	10	2		567
5637	011	2	10	26		603
5638	011	2	10	11		559
5639	011	2	10	1		622
5640	011	2	10	8		538
5641	011	2	10	11		556
5642	011	2	10	7		549
5643	011	2	10	12		618
5644	011	2	10	11		601
5645	011	2	10	12		641
5646	011	2	10	23		573
5647	011	2	10	28		546
5648	011	2	10	14		587
5649	011	2	10	7		541
5650	011	2	10	22		576
5651	011	2	11	0		0
5652	011	2	10	15		686
5653	011	2	10	14		581
5654	011	2	10	1		605
5655	011	2	10	9		549
5656	011	2	10	1		587
5657	011	2	10	28		552
5658	011	2	10	4		638
5659	011	2	11	0		0
5660	011	2	11	0		0
5661	011	2	10	1		581
5662	011	2	10	20		605
5663	011	2	10	1		636
5664	011	2	10	3		584
5665	011	2	10	15		599
5666	011	2	10	3		669
5667	011	2	10	22		568
5668	011	2	11	0		0
5669	011	2	10	1		581
5670	011	2	10	30		659
5671	011	2	10	30		600
5672	011	2	10	15		670
5673	011	2	10	29		602
5674	011	2	10	22		672
5675	011	2	10	0		650
5676	011	2	10	19		577
5677	011	2	10	22		676
5678	011	2	10	26		569
5679	011	2	10	1		689
5680	011	2	10	6		613
5681	011	2	10	0		724
5682	011	2	10	20		574
5683	011	2	10	14		570
5684	011	2	10	6		639
5685	011	2	10	27		574
5686	011	2	10	10		582
5687	000	2	00	3		686
5687	011	2	10	29		597
5688	011	2	10	22		666
5689	011	2	10	22		570
5690	011	2	10	10		605
5691	011	2	11	0		0
5692	011	2	10	18		562
5693	011	2	10	7		584
5694	011	2	10	29		736
5695	011	2	10	11		603
5696	011	2	10	24		581
5697	011	2	10	4		725
5698	011	2	10	20		562
5699	011	2	10	0		704
5700	011	2	10	24		553
5701	011	2	10	4		572
5702	011	2	10	14		596
5703	011	2	10	17		1228
5704	011	2	10	6		774
5705	011	2	10	30		702
5706	011	2	10	31		574
5707	011	2	10	22		606
5708	011	2	10	21		562
5709	011	2	10	29		639
5710	011	2	10	2		582
5711	011	2	10	3		626
5712	011	2	10	29		781
5713	011	2	10	21		592
5714	011	2	10	22		570
5715	011	2	10	29		597
5716	011	2	11	0		0
5717	011	2	10	7		626
5718	011	2	11	0		0
5719	011	2	10	4		586
5720	011	2	10	8		541
5721	011	2	10	17		547
5722	011	2	10	21		628
5723	011	2	10	24		552
5724	011	2	10	29		628
5725	011	2	10	6		627
5726	011	2	10	29		682
5727	011	2	10	4		602
5728	011	2	10	20		589
5729	011	2	10	15		560
5730	011	2	10	21		549
5731	011	2	10	30		579
5732	011	2	10	0		645
5733	011	2	10	26		646
5734	011	2	10	10		711
5735	011	2	11	0		0
5736	011	2	10	12		576
5737	011	2	10	6		643
5738	011	2	10	22		589
5739	011	2	10	6		627
5740	011	2	10	22		610
5741	011	2	10	6		583
5742	011	2	10	1		581
5743	000	2	00	28		567
5743	011	2	10	29		671
5744	011	2	10	2		588
5745	011	2	10	5		532
5746	000	2	00	20		580
5746	011	2	10	21		541
5747	011	2	10	3		569
5748	011	2	10	1		571
5749	011	2	11	0		0
5750	011	2	10	12		607
5751	011	2	10	1		592
5752	011	2	11	0		0
5753	011	2	10	3		611
5754	011	2	10	10		794
5755	000	2	00	4		594
5755	011	2	10	30		661
5756	011	2	10	29		614
5757	011	2	10	28		558
5758	011	2	10	28		558
5759	011	2	10	6		577
5760	000	2	00	6		594
5760	011	2	10	7		543
5761	011	2	10	18		585
5762	011	2	10	6		625
5763	000	2	00	4		622
5763	011	2	10	14		614
5764	011	2	10	11		564
5765	011	2	10	1		683
5766	011	2	10	23		678
5767	011	2	10	11		562
5768	011	2	10	30		673
5769	011	2	11	0		0
5770	011	2	10	9		563
5771	011	2	10	1		669
5772	011	2	10	22		702
5773	011	2	10	27		596
5774	011	2	11	0		0
5775	011	2	10	20		630
5776	011	2	10	20		547
5777	011	2	10	13		637
5778	011	2	10	0		645
5779	011	2	10	30		583
5780	011	2	10	2		581
5781	011	2	10	10		700
5782	011	2	10	30		652
5783	011	2	10	8		572
5784	011	2	10	9		574
5785	011	2	10	14		594
5786	011	2	10	2		619
5787	011	2	10	31		586
5788	011	2	10	29		649
5789	011	2	10	3		561
5790	011	2	10	22		604
5791	011	2	10	22		591
5792	011	2	10	19		544
5793	011	2	10	25		598
5794	011	2	10	4		608
5795	011	2	10	22		591
5796	011	2	10	29		725
5797	011	2	10	19		605
5798	011	2	10	28		564
5799	011	2	10	30		586
5800	011	2	10	0		587
5801	011	2	10	15		585
5802	011	2	10	7		624
5803	011	2	10	4		597
5804	011	2	10	15		587
5805	011	2	10	22		590
5806	011	2	10	30		627
5807	011	2	10	30		592
5808	011	2	10	26		642
5809	011	2	10	10		658
5810	011	2	10	3		638
5811	011	2	10	19		532
5812	011	2	10	20		561
5813	011	2	10	22		650
5814	011	2	10	4		622
5815	011	2	11	0		0
5816	011	2	10	2		579
5817	011	2	10	24		560
5818	011	2	10	6		637
5819	011	2	10	7		620
5820	011	2	10	28		585
5821	011	2	10	4		639
5822	011	2	10	6		660
5823	011	2	10	23		584
5824	011	2	10	16		612
5825	011	2	10	15		628
5826	011	2	10	8		573
5827	011	2	10	9		557
5828	011	2	10	2		722
5829	011	2	10	12		593
5830	011	2	10	22		567
5831	011	2	10	21		558
5832	011	2	10	16		583
5833	011	2	10	9		607
5834	011	2	10	0		685
5835	011	2	10	30		589
5836	011	2	10	1		580
5837	011	2	11	0		0
5838	011	2	10	1		578
5839	000	2	00	11		641
5839	011	2	10	22		631
5840	011	2	11	0		0
5841	011	2	10	22		723
5842	011	2	10	30		603
5843	011	2	11	0		0
5844	011	2	10	30		716
5845	011	2	10	6		577
5846	011	2	10	20		555
5847	011	2	10	30		632
5848	011	2	10	11		634
5849	011	2	10	22		619
5850	011	2	10	2		582
5851	011	2	10	20		583
5852	011	2	10	29		651
5853	011	2	10	30		569
5854	011	2	10	12		623
5855	011	2	10	20		622
5856	011	2	10	14		591
5857	011	2	10	31		570
5858	011	2	10	15		720
5859	011	2	10	3		571
5860	011	2	10	22		599
5861	011	2	10	14		598
5862	011	2	10	8		564
5863	011	2	10	29		668
5864	011	2	10	14		582
5865	011	2	10	5		550
5866	011	2	10	25		586
5867	011	2	10	4		656
5868	011	2	10	1		592
5869	011	2	10	23		579
5870	011	2	10	30		627
5871	011	2	10	12		572
5872	011	2	10	31		716
5873	011	2	10	22		574
5874	011	2	10	4		574
5875	011	2	10	11		628
5876	000	2	00	13		561
5876	011	2	10	14		548
5877	011	2	10	30		612
5878	011	2	10	23		548
5879	011	2	10	17		717
5880	011	2	10	25		582
5881	011	2	10	30		610
5882	011	2	10	24		577
5883	011	2	10	5		617
5884	011	2	10	10		586
5885	011	2	10	30		584
5886	011	2	10	20		548
5887	011	2	10	26		612
5888	011	2	10	13		548
5889	011	2	10	24		555
5890	011	2	10	1		605
5891	011	2	11	0		0
5892	011	2	10	30		588
5893	011	2	11	0		0
5894	011	2	10	24		663
5895	011	2	10	30		692
5896	011	2	10	0		666
5897	011	2	10	12		605
5898	011	2	10	29		582
5899	011	2	10	10		578
5900	011	2	10	0		678
5901	011	2	10	20		596
5902	011	2	10	2		565
5903	011	2	10	2		589
5904	011	2	10	27		643
5905	011	2	10	21		548
5906	011	2	10	22		560
5907	011	2	10	10		586
5908	011	2	10	11		602
5909	011	2	10	18		599
5910	011	2	10	15		607
5911	011	2	10	6		637
5912	011	2	10	29		726
5913	011	2	10	30		567
5914	011	2	10	30		649
5915	011	2	10	13		570
5916	011	2	10	23		649
5917	011	2	10	0		602
5918	011	2	10	11		561
5919	011	2	10	22		566
5920	011	2	10	18		579
5921	011	2	10	22		589
5922	011	2	10	29		668
5923	011	2	10	30		772
5924	011	2	10	25		677
5925	011	2	10	21		644
5926	011	2	11	0		0
5927	011	2	10	6		579
5928	011	2	10	26		570
5929	011	2	10	21		549
5930	011	2	10	15		718
5931	011	2	10	10		578
5932	011	2	10	28		616
5933	000	2	00	3		739
5933	011	2	10	4		597
5934	011	2	10	4		613
5935	011	2	10	23		586
5936	011	2	10	29		604
5937	011	2	11	0		0
5938	011	2	10	30		617
5939	011	2	10	0		670
5940	011	2	10	30		595
5941	011	2	10	9		545
5942	011	2	10	23		549
5943	011	2	10	20		590
5944	011	2	10	20		555
5945	011	2	10	26		574
5946	011	2	10	22		781
5947	011	2	10	6		654
5948	011	2	10	24		618
5949	011	2	10	29		653
5950	011	2	10	23		594
5951	011	2	10	0		581
5952	011	2	10	15		683
5953	011	2	10	11		556
5954	011	2	10	20		667
5955	011	2	10	21		558
5956	011	2	10	0		608
5957	011	2	11	0		0
5958	011	2	10	2		598
5959	011	2	10	4		761
5960	011	2	10	22		589
5961	011	2	10	19		562
5962	011	2	10	4		654
5963	011	2	10	14		573
5964	011	2	10	22		631
5965	011	2	10	3		628
5966	011	2	11	0		0
5967	011	2	10	1		738
5968	011	2	10	15		585
5969	011	2	10	28		715
5970	011	2	10	10		581
5971	011	2	10	25		607
5972	011	2	11	0		0
5973	011	2	10	1		635
5974	011	2	10	19		580
5975	011	2	10	23		638
5976	011	2	10	18		571
5977	011	2	10	31		580
5978	011	2	10	3		596
5979	011	2	10	21		664
5980	011	2	10	28		585
5981	011	2	10	14		549
5982	011	2	10	22		594
5983	011	2	10	0		606
5984	011	2	10	30		625
5985	011	2	10	1		573
5986	011	2	10	30		585
5987	011	2	10	30		657
5988	011	2	11	0		0
5989	011	2	10	10		702
5990	011	2	10	10		573
5991	011	2	10	29		596
5992	011	2	10	0		602
5993	011	2	11	0		0
5994	011	2	10	4		640
5995	011	2	10	31		577
5996	011	2	10	30		753
5997	011	2	11	0		0
5998	011	2	10	21		598
5999	011	2	10	14		664
6000	011	2	10	21		597
6001	011	2	11	0		0
6002	000	2	00	2		707
6002	011	2	10	7		546
6003	011	2	10	30		669
6004	011	2	10	3		566
6005	011	2	10	24		625
6006	011	2	10	18		620
6007	011	2	10	27		570
6008	011	2	10	9		592
6009	011	2	10	29		646
6010	011	2	10	0		592
6011	011	2	10	9		607
6012	011	2	10	14		652
6013	011	2	10	28		562
6014	011	2	10	19		553
6015	011	2	10	20		573
6016	011	2	10	15		566
6017	011	2	10	28		606
6018	011	2	10	15		650
6019	011	2	10	25		628
6020	011	2	10	4		596
6021	011	2	10	1		626
6022	011	2	10	0		578
6023	011	2	10	23		609
6024	011	2	10	21		659
6025	011	2	10	9		586
6026	011	2	11	0		0
6027	011	2	10	8		564
6028	011	2	10	15		578
6029	011	2	10	30		598
6030	011	2	11	0		0
6031	011	2	10	9		609
6032	011	2	10	4		628
6033	011	2	10	2		583
6034	011	2	10	26		594
6035	011	2	10	30		619
6036	011	2	10	17		597
6037	011	2	10	20		555
6038	011	2	10	30		659
6039	011	2	10	15		597
6040	011	2	10	5		540
6041	011	2	10	14		582
6042	011	2	10	11		568
6043	011	2	11	0		0
6044	011	2	10	11		562
6045	011	2	10	10		591
6046	011	2	10	6		582
6047	000	2	00	3		563
6047	011	2	10	29		657
6048	011	2	10	27		573
6049	011	2	10	9		544
6050	011	2	10	24		592
6051	011	2	10	16		1059
6052	011	2	10	2		552
6053	011	2	10	30		579
6054	011	2	10	22		584
6055	011	2	10	20		556
6056	011	2	11	0		0
6057	011	2	10	26		564
6058	011	2	10	2		560
6059	011	2	10	2		577
6060	011	2	10	8		541
6061	000	2	00	15		578
6061	011	2	10	29		713
6062	011	2	10	24		618
6063	011	2	10	13		598
6064	011	2	10	4		738
6065	011	2	10	3		612
6066	011	2	10	30		728
6067	011	2	10	2		561
6068	011	2	10	0		606
6069	011	2	10	23		555
6070	011	2	10	30		571
6071	011	2	10	15		623
6072	011	2	10	31		553
6073	011	2	10	20		549
6074	011	2	10	20		603
6075	011	2	10	14		578
