# Acquisition started at 12/08/2022 - 14:30:17 
#
#******************************************* 
#
Event	EvType	ASIC	ChType	Ch	ADC
2166	011	2	10	3		677
2167	011	2	10	15		562
2168	011	2	10	19		560
2169	011	2	10	7		625
2170	011	2	10	27		589
2171	011	2	10	10		670
2172	011	2	10	23		550
2173	011	2	10	19		557
2174	011	2	10	12		579
2175	011	2	10	0		581
2176	011	2	10	1		637
2177	011	2	10	6		822
2178	011	2	10	21		662
2179	011	2	10	24		596
2180	011	2	10	15		579
2181	011	2	10	22		631
2182	011	2	10	15		572
2183	011	2	10	19		548
2184	011	2	10	5		613
2185	011	2	10	28		582
2186	011	2	10	1		612
2187	011	2	10	30		597
2188	011	2	10	22		601
2189	011	2	10	18		566
2190	011	2	10	20		674
2191	011	2	10	1		600
2192	011	2	11	0		0
2193	011	2	10	7		602
2194	011	2	10	7		538
2195	011	2	10	1		581
2196	011	2	10	12		640
2197	011	2	10	15		621
2198	011	2	10	1		640
2199	011	2	10	6		582
2200	011	2	10	21		618
2201	011	2	10	23		564
2202	011	2	10	18		598
2203	011	2	10	28		587
2204	011	2	10	15		611
2205	011	2	10	15		603
2206	011	2	10	4		580
2207	011	2	10	17		541
2208	011	2	10	30		694
2209	011	2	10	19		536
2210	011	2	10	23		554
2211	011	2	10	7		588
2212	011	2	10	21		622
2213	011	2	10	6		584
2214	011	2	10	20		574
2215	011	2	10	10		654
2216	011	2	10	23		546
2217	011	2	10	0		614
2218	011	2	10	7		621
2219	011	2	10	15		622
2220	011	2	10	14		550
2221	011	2	10	14		599
2222	011	2	10	27		586
2223	011	2	10	19		545
2224	011	2	10	6		636
2225	011	2	10	14		556
2226	011	2	10	22		674
2227	011	2	10	27		605
2228	011	2	10	6		734
2229	011	2	10	0		664
2230	011	2	10	17		620
2231	011	2	10	30		613
2232	011	2	10	3		673
2233	011	2	10	15		598
2234	011	2	10	25		665
2235	011	2	10	4		690
2236	011	2	10	22		561
2237	011	2	10	8		556
2238	011	2	10	24		794
2239	011	2	10	29		667
2240	011	2	10	21		617
2241	011	2	11	0		0
2242	011	2	10	8		583
2243	011	2	10	1		642
2244	011	2	10	4		699
2245	011	2	10	21		591
2246	011	2	10	30		576
2247	011	2	10	15		560
2248	011	2	11	0		0
2249	011	2	10	30		624
2250	011	2	10	30		595
2251	011	2	10	29		623
2252	011	2	10	12		572
2253	011	2	10	0		637
2254	011	2	10	1		578
2255	011	2	10	20		619
2256	011	2	10	29		660
2257	011	2	10	1		578
2258	011	2	10	17		540
2259	011	2	10	29		583
2260	011	2	10	22		620
2261	011	2	10	4		626
2262	011	2	10	1		664
2263	011	2	10	0		596
2264	011	2	10	1		586
2265	011	2	10	6		618
2266	011	2	10	26		693
2267	011	2	10	20		552
2268	011	2	10	2		557
2269	011	2	10	4		585
2270	011	2	10	4		667
2271	011	2	10	23		589
2272	011	2	10	2		554
2273	011	2	11	0		0
2274	011	2	10	20		544
2275	011	2	10	5		605
2276	011	2	10	31		667
2277	011	2	11	0		0
2278	011	2	10	15		610
2279	011	2	10	17		562
2280	011	2	10	7		605
2281	011	2	10	2		550
2282	011	2	10	6		579
2283	011	2	10	21		646
2284	011	2	10	6		684
2285	011	2	10	15		616
2286	011	2	10	27		574
2287	011	2	10	7		569
2288	011	2	10	30		581
2289	011	2	10	30		661
2290	011	2	10	26		564
2291	011	2	10	10		634
2292	011	2	10	14		673
2293	011	2	10	21		571
2294	011	2	10	25		635
2295	011	2	10	4		588
2296	011	2	10	5		553
2297	011	2	10	26		570
2298	011	2	10	29		613
2299	011	2	10	23		552
2300	011	2	10	3		597
2301	011	2	10	1		570
2302	011	2	10	4		573
2303	011	2	10	29		587
2304	011	2	10	15		612
2305	011	2	10	2		697
2306	011	2	10	8		558
2307	011	2	10	30		579
2308	011	2	10	30		577
2309	011	2	10	7		538
2310	011	2	10	24		582
2311	011	2	10	1		642
2312	011	2	10	6		593
2313	011	2	10	1		604
2314	011	2	10	19		616
2315	011	2	10	29		593
2316	011	2	10	14		578
2317	011	2	10	30		601
2318	011	2	10	24		560
2319	011	2	10	11		560
2320	011	2	10	22		566
2321	011	2	10	29		632
2322	011	2	10	12		597
2323	011	2	10	22		667
2324	011	2	10	6		588
2325	011	2	10	14		639
2326	011	2	10	21		550
2327	011	2	10	30		606
2328	011	2	11	0		0
2329	011	2	10	21		622
2330	011	2	10	7		569
2331	011	2	10	18		649
2332	011	2	11	0		0
2333	011	2	10	30		638
2334	011	2	10	0		621
2335	011	2	10	17		579
2336	011	2	10	30		658
2337	011	2	10	11		578
2338	011	2	10	6		617
2339	011	2	10	0		678
2340	011	2	10	5		532
2341	011	2	10	14		567
2342	011	2	10	10		597
2343	011	2	10	22		786
2344	011	2	10	24		578
2345	011	2	10	30		599
2346	011	2	10	0		683
2347	011	2	10	28		560
2348	011	2	10	10		614
2349	000	2	00	22		741
2349	011	2	10	31		589
2350	011	2	10	30		658
2351	011	2	10	24		552
2352	011	2	10	28		565
2353	011	2	10	10		595
2354	011	2	10	29		666
2355	011	2	10	16		572
2356	011	2	10	20		605
2357	011	2	10	3		649
2358	011	2	10	29		578
2359	011	2	10	14		550
2360	011	2	10	28		571
2361	011	2	10	5		534
2362	011	2	10	0		641
2363	011	2	10	24		582
2364	011	2	10	26		604
2365	011	2	10	0		627
2366	011	2	10	29		578
2367	011	2	10	9		552
2368	011	2	10	27		584
2369	011	2	10	20		569
2370	011	2	10	21		554
2371	011	2	10	22		594
2372	011	2	10	29		642
2373	011	2	10	4		644
2374	011	2	11	0		0
2375	011	2	10	10		666
2376	011	2	10	14		592
2377	011	2	10	4		617
2378	011	2	10	6		627
2379	011	2	10	19		627
2380	011	2	10	9		569
2381	011	2	10	28		627
2382	011	2	10	26		576
2383	011	2	10	30		660
2384	011	2	10	24		562
2385	011	2	10	20		613
2386	011	2	10	0		611
2387	011	2	10	29		774
2388	011	2	10	31		557
2389	011	2	10	30		580
2390	011	2	10	6		641
2391	011	2	10	1		592
2392	011	2	10	11		586
2393	011	2	10	25		561
2394	011	2	10	1		626
2395	011	2	10	26		579
2396	011	2	10	20		628
2397	011	2	10	14		600
2398	011	2	10	17		545
2399	011	2	10	2		557
2400	011	2	10	28		644
2401	000	2	00	19		550
2401	011	2	10	20		682
2402	011	2	10	14		610
2403	011	2	10	9		583
2404	011	2	10	20		578
2405	011	2	10	22		579
2406	011	2	10	6		588
2407	011	2	10	5		637
2408	011	2	10	14		592
2409	011	2	10	15		598
2410	011	2	10	12		592
2411	011	2	10	29		598
2412	011	2	10	23		568
2413	011	2	10	8		809
2414	011	2	10	10		581
2415	011	2	10	13		565
2416	000	2	00	29		662
2416	011	2	10	30		625
2417	011	2	10	30		657
2418	011	2	10	17		592
2419	011	2	10	24		565
2420	011	2	10	11		587
2421	011	2	10	23		579
2422	011	2	10	29		586
2423	011	2	10	9		548
2424	011	2	10	6		591
2425	011	2	10	14		567
2426	011	2	10	21		658
2427	011	2	10	11		625
2428	011	2	10	11		553
2429	011	2	10	23		586
2430	011	2	10	11		587
2431	000	2	00	2		698
2431	000	2	00	3		786
2431	011	2	10	10		617
2432	011	2	10	12		581
2433	011	2	10	8		751
2434	011	2	10	29		654
2435	011	2	11	0		0
2436	011	2	10	21		616
2437	011	2	10	0		595
2438	011	2	10	2		577
2439	011	2	10	17		663
2440	011	2	10	30		637
2441	011	2	10	15		561
2442	011	2	10	17		628
2443	011	2	10	21		576
2444	011	2	10	0		585
2445	011	2	10	12		578
2446	011	2	10	4		605
2447	011	2	10	6		605
2448	011	2	10	2		641
2449	011	2	10	27		605
2450	011	2	10	6		591
2451	011	2	10	30		596
2452	011	2	10	28		594
2453	011	2	10	6		585
2454	011	2	10	11		568
2455	011	2	10	20		584
2456	011	2	11	0		0
2457	011	2	10	0		624
2458	011	2	11	0		0
2459	011	2	11	0		0
2460	011	2	10	4		665
2461	011	2	10	20		551
2462	011	2	10	28		572
2463	011	2	10	29		610
2464	011	2	10	15		598
2465	011	2	10	0		623
2466	011	2	10	22		562
2467	011	2	10	15		564
2468	011	2	10	22		600
2469	011	2	10	15		595
2470	011	2	10	22		646
2471	011	2	10	6		619
2472	011	2	10	5		546
2473	011	2	10	6		587
2474	011	2	10	8		553
2475	011	2	10	1		605
2476	011	2	10	23		557
2477	011	2	10	9		541
2478	011	2	10	11		653
2479	011	2	10	14		635
2480	011	2	10	2		701
2481	011	2	10	21		561
2482	011	2	10	10		762
2483	000	2	00	6		597
2483	011	2	10	7		641
2484	011	2	11	0		0
2485	011	2	10	6		598
2486	011	2	10	2		602
2487	011	2	10	30		612
2488	011	2	10	1		617
2489	011	2	10	8		633
2490	011	2	10	1		573
2491	011	2	10	5		601
2492	011	2	10	7		596
2493	011	2	10	5		570
2494	011	2	10	7		545
2495	000	2	00	19		585
2495	011	2	10	20		635
2496	011	2	10	29		707
2497	011	2	10	7		542
2498	011	2	10	2		558
2499	011	2	10	4		600
2500	011	2	10	14		601
2501	011	2	10	22		570
2502	011	2	10	11		553
2503	011	2	11	0		0
2504	011	2	10	29		581
2505	011	2	10	30		710
2506	011	2	10	22		562
2507	011	2	10	6		609
2508	011	2	10	10		571
2509	011	2	10	15		587
2510	011	2	10	4		642
2511	011	2	10	2		610
2512	011	2	10	29		725
2513	011	2	10	20		707
2514	011	2	10	30		642
2515	011	2	10	14		650
2516	011	2	10	3		607
2517	011	2	10	30		584
2518	011	2	10	0		617
2519	011	2	10	5		594
2520	011	2	10	15		597
2521	011	2	10	23		614
2522	011	2	10	30		698
2523	011	2	10	29		687
2524	011	2	11	0		0
2525	011	2	10	10		619
2526	011	2	10	6		645
2527	011	2	10	19		537
2528	011	2	10	1		570
2529	011	2	10	9		620
2530	011	2	10	23		535
2531	011	2	10	29		594
2532	011	2	10	22		683
2533	011	2	10	6		575
2534	011	2	10	2		550
2535	011	2	11	0		0
2536	011	2	10	0		612
2537	011	2	10	19		663
2538	011	2	10	30		600
2539	011	2	10	14		552
2540	011	2	10	20		558
2541	011	2	10	30		609
2542	011	2	10	2		663
2543	011	2	10	10		619
2544	011	2	10	22		591
2545	011	2	10	26		653
2546	011	2	10	28		557
2547	011	2	10	15		597
2548	011	2	10	29		619
2549	011	2	10	1		653
2550	011	2	10	22		604
2551	011	2	10	0		616
2552	011	2	10	29		589
2553	011	2	10	20		548
2554	011	2	10	0		621
2555	011	2	11	0		0
2556	011	2	10	21		610
2557	011	2	10	0		618
2558	011	2	10	14		559
2559	011	2	10	26		599
2560	011	2	10	15		627
2561	011	2	10	14		625
2562	011	2	10	24		551
2563	011	2	10	31		586
2564	011	2	10	4		676
2565	011	2	10	8		678
2566	011	2	10	30		669
2567	011	2	11	0		0
2568	011	2	10	8		536
2569	011	2	11	0		0
2570	011	2	10	12		615
2571	011	2	10	22		588
2572	011	2	11	0		0
2573	011	2	10	20		590
2574	011	2	10	3		619
2575	011	2	10	26		591
2576	011	2	10	20		550
2577	011	2	10	10		575
2578	011	2	10	9		574
2579	011	2	10	6		618
2580	011	2	10	10		612
2581	011	2	10	6		644
2582	011	2	10	7		557
2583	011	2	10	20		580
2584	011	2	10	3		582
2585	011	2	10	20		644
2586	011	2	10	5		531
2587	011	2	10	16		653
2588	011	2	11	0		0
2589	011	2	10	21		549
2590	011	2	10	6		922
2591	011	2	10	10		648
2592	011	2	10	10		635
2593	011	2	10	4		675
2594	011	2	10	0		600
2595	011	2	10	25		565
2596	011	2	10	29		700
2597	011	2	10	28		578
2598	011	2	10	29		719
2599	011	2	10	16		574
2600	011	2	10	29		656
2601	011	2	10	9		551
2602	011	2	10	20		574
2603	011	2	10	20		603
2604	011	2	10	21		562
2605	011	2	10	4		591
2606	011	2	10	23		608
2607	011	2	10	6		590
2608	011	2	10	10		598
2609	011	2	10	5		548
2610	011	2	10	4		680
2611	011	2	11	0		0
2612	011	2	10	30		797
2613	011	2	10	21		559
2614	011	2	10	3		610
2615	011	2	10	1		592
2616	011	2	10	3		601
2617	011	2	10	25		574
2618	011	2	10	1		572
2619	011	2	10	25		624
2620	011	2	10	21		697
2621	011	2	10	29		637
2622	011	2	10	10		662
2623	011	2	10	6		600
2624	011	2	10	30		713
2625	011	2	10	5		596
2626	011	2	10	11		587
2627	011	2	10	25		560
2628	011	2	10	16		586
2629	011	2	10	23		541
2630	011	2	10	30		646
2631	011	2	10	9		589
2632	011	2	10	17		621
2633	011	2	10	1		659
2634	011	2	10	15		648
2635	011	2	10	4		594
2636	011	2	10	4		592
2637	011	2	10	21		761
2638	011	2	10	6		582
2639	011	2	10	30		619
2640	011	2	11	0		0
2641	011	2	10	9		571
2642	011	2	10	12		570
2643	011	2	10	9		618
2644	000	2	00	8		601
2644	011	2	10	9		591
2645	011	2	10	5		564
2646	011	2	10	11		617
2647	011	2	10	30		588
2648	011	2	10	0		588
2649	011	2	10	26		586
2650	011	2	10	0		634
2651	011	2	10	30		672
2652	011	2	10	26		769
2653	011	2	10	6		614
2654	011	2	11	0		0
2655	011	2	10	1		596
2656	011	2	10	6		599
2657	011	2	10	22		579
2658	011	2	11	0		0
2659	011	2	10	14		647
2660	011	2	10	5		587
2661	011	2	10	6		686
2662	011	2	10	6		704
2663	011	2	10	22		643
2664	011	2	10	30		634
2665	000	2	00	4		692
2665	011	2	10	20		621
2666	011	2	10	4		685
2667	011	2	10	29		616
2668	011	2	10	19		553
2669	011	2	10	28		559
2670	011	2	10	17		593
2671	011	2	10	12		615
2672	011	2	11	0		0
2673	011	2	11	0		0
2674	011	2	10	4		608
2675	011	2	10	11		571
2676	011	2	10	24		608
2677	011	2	10	15		613
2678	011	2	10	19		568
2679	011	2	10	30		597
2680	011	2	10	14		569
2681	011	2	10	1		594
2682	011	2	10	27		573
2683	011	2	11	0		0
2684	011	2	10	22		576
2685	011	2	10	3		562
2686	011	2	10	1		1090
2687	011	2	11	0		0
2688	011	2	10	11		709
2689	011	2	10	4		590
2690	011	2	10	27		571
2691	011	2	10	14		555
2692	011	2	10	6		594
2693	011	2	10	14		677
2694	011	2	10	15		612
2695	011	2	10	29		648
2696	011	2	10	22		562
2697	011	2	10	17		631
2698	011	2	10	26		619
2699	011	2	10	6		623
2700	011	2	10	0		594
2701	011	2	10	6		603
2702	011	2	10	30		621
2703	011	2	10	24		573
2704	011	2	10	7		580
2705	011	2	10	20		560
2706	011	2	10	6		576
2707	011	2	10	3		653
2708	011	2	10	28		557
2709	011	2	10	5		607
2710	011	2	10	16		689
2711	011	2	10	30		731
2712	011	2	10	23		553
2713	011	2	10	26		577
2714	011	2	10	19		545
2715	011	2	10	15		592
2716	011	2	10	23		720
2717	011	2	10	27		629
2718	011	2	10	30		620
2719	011	2	10	2		546
2720	011	2	10	21		578
2721	011	2	11	0		0
2722	011	2	10	30		711
2723	011	2	10	7		547
2724	011	2	10	14		578
2725	011	2	10	3		723
2726	011	2	10	17		545
2727	000	2	00	25		689
2727	000	2	00	26		1006
2727	011	2	10	27		652
2728	011	2	10	10		576
2729	011	2	10	7		568
2730	011	2	10	6		600
2731	000	2	00	17		600
2731	011	2	10	29		637
2732	011	2	10	6		649
2733	011	2	10	1		643
2734	011	2	10	30		649
2735	011	2	11	0		0
2736	011	2	10	29		624
2737	011	2	10	12		589
2738	011	2	10	11		554
2739	011	2	10	17		602
2740	011	2	10	0		641
2741	011	2	11	0		0
2742	011	2	11	0		0
2743	011	2	10	6		575
2744	011	2	10	14		742
2745	011	2	10	8		540
2746	011	2	11	0		0
2747	011	2	10	0		634
2748	011	2	10	15		581
2749	011	2	10	10		666
2750	011	2	10	4		591
2751	011	2	10	10		594
2752	011	2	10	22		602
2753	011	2	10	4		618
2754	011	2	10	20		600
2755	011	2	10	8		548
2756	011	2	10	17		536
2757	011	2	11	0		0
2758	011	2	10	29		589
2759	011	2	10	0		590
2760	011	2	10	5		581
2761	011	2	10	22		603
2762	011	2	10	0		642
2763	011	2	10	12		578
2764	011	2	10	2		566
2765	011	2	10	4		604
2766	011	2	10	11		550
2767	011	2	10	16		986
2768	011	2	10	4		600
2769	011	2	10	14		594
2770	011	2	10	27		648
2771	011	2	10	26		564
2772	011	2	10	22		626
2773	011	2	10	10		566
2774	011	2	10	22		666
2775	011	2	10	10		590
2776	011	2	10	4		573
2777	011	2	10	26		650
2778	011	2	10	19		563
2779	011	2	10	3		568
2780	011	2	10	14		561
2781	011	2	10	24		635
2782	011	2	10	30		617
2783	011	2	10	9		546
2784	011	2	10	28		631
2785	011	2	10	30		594
2786	011	2	10	10		581
2787	011	2	10	20		548
2788	011	2	10	29		648
2789	011	2	10	14		592
2790	000	2	00	22		781
2790	011	2	10	23		630
2791	011	2	10	30		719
2792	011	2	10	11		626
2793	011	2	10	4		575
2794	011	2	10	2		608
2795	000	2	00	28		654
2795	011	2	10	29		593
2796	011	2	10	1		587
2797	011	2	10	15		697
2798	011	2	10	21		566
2799	011	2	10	21		581
2800	011	2	10	4		676
2801	011	2	10	5		621
2802	011	2	10	6		591
2803	011	2	10	15		577
2804	011	2	10	27		579
2805	011	2	10	8		556
2806	011	2	10	20		649
2807	011	2	10	11		645
2808	011	2	10	8		564
2809	011	2	10	0		594
2810	011	2	10	6		685
2811	011	2	10	13		586
2812	011	2	10	29		651
2813	011	2	10	15		684
2814	011	2	10	22		587
2815	011	2	10	25		587
2816	011	2	10	17		554
2817	011	2	10	30		642
2818	011	2	10	30		692
2819	011	2	10	25		577
2820	000	2	00	1		608
2820	011	2	10	14		614
2821	011	2	10	28		550
2822	011	2	10	10		638
2823	011	2	10	30		580
2824	011	2	10	18		549
2825	011	2	10	30		586
2826	011	2	10	18		608
2827	011	2	10	6		638
2828	011	2	10	24		587
2829	011	2	10	21		558
2830	011	2	10	30		588
2831	011	2	10	21		574
2832	011	2	10	11		566
2833	011	2	10	0		612
2834	011	2	10	23		609
2835	011	2	11	0		0
2836	011	2	11	0		0
2837	011	2	10	23		546
2838	011	2	10	12		577
2839	011	2	10	2		614
2840	011	2	10	11		558
2841	011	2	11	0		0
2842	011	2	10	23		649
2843	011	2	10	1		606
2844	011	2	10	20		597
2845	011	2	10	6		639
2846	011	2	10	5		596
2847	011	2	10	30		655
2848	011	2	10	0		620
2849	011	2	10	4		578
2850	011	2	11	0		0
2851	011	2	10	17		533
2852	011	2	10	0		621
2853	011	2	10	19		536
2854	011	2	10	30		599
2855	000	2	00	2		628
2855	011	2	10	4		579
2856	011	2	10	20		559
2857	011	2	10	26		589
2858	011	2	10	10		657
2859	011	2	10	29		630
2860	011	2	10	0		604
2861	011	2	10	0		654
2862	011	2	10	14		602
2863	011	2	10	2		568
2864	011	2	10	21		667
2865	011	2	10	10		648
2866	011	2	10	21		570
2867	011	2	10	19		580
2868	011	2	10	15		590
2869	011	2	10	1		641
2870	011	2	10	18		637
2871	011	2	10	23		672
2872	011	2	10	9		575
2873	011	2	10	12		571
2874	011	2	10	4		574
2875	011	2	10	4		644
2876	011	2	10	23		549
2877	011	2	10	30		656
2878	011	2	10	0		707
2879	011	2	10	12		570
2880	011	2	10	29		661
2881	011	2	10	13		584
2882	011	2	10	30		582
2883	011	2	11	0		0
2884	000	2	00	0		761
2884	011	2	10	1		598
2885	011	2	10	22		573
2886	011	2	10	0		595
2887	011	2	10	2		634
2888	011	2	10	13		580
2889	011	2	10	2		600
2890	011	2	10	11		661
2891	011	2	10	0		578
2892	011	2	10	6		621
2893	011	2	10	9		634
2894	011	2	10	22		602
2895	011	2	10	4		587
2896	011	2	10	12		670
2897	011	2	10	10		573
2898	011	2	10	6		643
2899	011	2	10	22		566
2900	011	2	10	2		555
2901	011	2	11	0		0
2902	011	2	10	22		592
2903	011	2	10	9		571
2904	011	2	11	0		0
2905	011	2	10	4		570
2906	011	2	10	30		573
2907	011	2	10	0		586
2908	011	2	10	26		619
2909	011	2	10	20		613
2910	011	2	10	10		592
2911	011	2	10	30		616
2912	011	2	10	27		692
2913	011	2	10	23		559
2914	011	2	10	25		578
2915	011	2	10	5		577
2916	011	2	10	28		578
2917	011	2	10	4		657
2918	000	2	00	21		718
2918	011	2	10	22		596
2919	011	2	10	1		658
2920	011	2	10	16		589
2921	011	2	10	4		686
2922	011	2	10	9		549
2923	011	2	10	22		621
2924	011	2	10	10		651
2925	011	2	10	30		664
2926	011	2	10	6		646
2927	011	2	10	27		566
2928	011	2	10	30		629
2929	011	2	10	1		657
2930	011	2	10	10		632
2931	011	2	11	0		0
2932	011	2	10	1		590
2933	011	2	10	16		661
2934	011	2	10	1		581
2935	011	2	10	29		777
2936	011	2	10	26		574
2937	011	2	10	4		570
2938	011	2	10	6		648
2939	011	2	10	10		593
2940	011	2	10	22		593
2941	011	2	10	14		586
2942	011	2	10	4		593
2943	011	2	10	30		674
2944	011	2	10	30		630
2945	011	2	11	0		0
2946	011	2	10	12		657
2947	011	2	10	14		599
2948	011	2	10	4		606
2949	011	2	11	0		0
2950	011	2	11	0		0
2951	011	2	10	19		593
2952	011	2	10	29		598
2953	011	2	10	20		749
2954	011	2	10	21		568
2955	011	2	10	28		556
2956	011	2	10	28		546
2957	011	2	10	25		624
2958	011	2	10	7		541
2959	011	2	10	5		534
2960	011	2	11	0		0
2961	011	2	10	14		560
2962	011	2	10	11		650
2963	011	2	10	4		600
2964	011	2	10	24		596
2965	011	2	10	22		555
2966	011	2	10	6		595
2967	011	2	10	2		555
2968	011	2	10	15		593
2969	011	2	11	0		0
2970	011	2	10	26		576
2971	011	2	10	7		538
2972	011	2	10	29		638
2973	011	2	10	10		580
2974	011	2	10	31		559
2975	011	2	10	23		597
2976	011	2	10	18		555
2977	011	2	10	30		589
2978	011	2	10	14		677
2979	000	2	00	3		576
2979	011	2	10	6		594
2980	011	2	10	7		577
2981	011	2	10	23		684
2982	011	2	10	17		603
2983	011	2	10	15		597
2984	011	2	10	0		627
2985	011	2	10	17		553
2986	011	2	10	4		673
2987	011	2	10	30		632
2988	011	2	10	22		637
2989	011	2	10	21		560
2990	011	2	10	21		699
2991	011	2	10	21		609
2992	011	2	10	24		594
2993	011	2	10	12		615
2994	011	2	10	22		614
2995	000	2	00	10		633
2995	011	2	10	11		677
2996	011	2	10	13		576
2997	011	2	10	15		581
2998	011	2	10	29		701
2999	011	2	10	11		610
3000	011	2	10	29		628
3001	011	2	10	6		598
3002	011	2	10	2		572
3003	011	2	10	13		592
3004	011	2	10	19		536
3005	011	2	10	24		557
3006	011	2	10	21		556
3007	011	2	10	0		634
3008	011	2	10	26		585
3009	011	2	10	5		537
3010	011	2	11	0		0
3011	011	2	10	1		616
3012	011	2	11	0		0
3013	011	2	10	4		573
3014	011	2	10	7		545
3015	011	2	10	6		583
3016	011	2	10	24		617
3017	011	2	10	2		592
3018	011	2	10	29		589
3019	011	2	10	3		594
3020	011	2	10	22		567
3021	011	2	10	29		666
3022	011	2	10	12		577
3023	011	2	10	30		626
3024	011	2	10	29		580
3025	011	2	10	30		649
3026	011	2	10	30		625
3027	011	2	10	4		578
3028	011	2	10	29		592
3029	011	2	10	30		742
3030	011	2	10	30		626
3031	011	2	10	0		670
3032	011	2	10	15		626
3033	011	2	10	30		569
3034	011	2	10	26		565
3035	011	2	10	3		654
3036	011	2	10	19		888
3037	011	2	11	0		0
3038	011	2	10	1		573
3039	011	2	10	5		552
3040	011	2	11	0		0
3041	011	2	10	12		612
3042	011	2	10	30		607
3043	011	2	10	30		642
3044	011	2	10	18		550
3045	011	2	10	18		629
3046	011	2	10	6		619
3047	011	2	10	11		552
3048	011	2	11	0		0
3049	011	2	10	18		559
3050	011	2	10	19		581
3051	011	2	10	14		596
3052	011	2	10	30		648
3053	011	2	10	10		569
3054	011	2	10	30		712
3055	011	2	10	4		598
3056	011	2	10	4		573
3057	011	2	10	29		672
3058	011	2	10	29		583
3059	011	2	10	13		574
3060	011	2	10	22		606
3061	011	2	10	16		596
3062	011	2	10	22		578
3063	011	2	10	9		573
3064	011	2	11	0		0
3065	011	2	10	4		684
3066	011	2	10	6		610
3067	011	2	10	9		667
3068	011	2	10	30		630
3069	011	2	10	23		596
3070	011	2	10	22		569
3071	011	2	10	29		631
3072	011	2	10	6		660
3073	011	2	10	6		598
3074	011	2	10	9		577
3075	011	2	10	29		580
3076	011	2	10	30		672
3077	011	2	10	1		598
3078	011	2	10	2		561
3079	011	2	10	6		576
3080	011	2	10	20		558
3081	011	2	10	0		611
3082	011	2	10	22		613
3083	011	2	10	18		598
3084	011	2	10	20		683
3085	011	2	10	11		616
3086	011	2	10	29		673
3087	011	2	10	22		602
3088	011	2	10	25		571
3089	011	2	10	25		588
3090	011	2	10	20		595
3091	011	2	10	11		591
3092	011	2	10	5		569
3093	011	2	10	6		588
3094	011	2	10	30		644
3095	011	2	10	17		553
3096	011	2	10	7		559
3097	011	2	10	14		585
3098	011	2	10	2		555
3099	011	2	10	4		637
3100	011	2	11	0		0
3101	011	2	10	17		554
3102	011	2	10	4		633
3103	011	2	10	0		664
3104	011	2	10	14		613
3105	011	2	10	30		590
3106	011	2	11	0		0
3107	011	2	10	12		587
3108	011	2	10	10		570
3109	011	2	10	29		638
3110	011	2	10	22		576
3111	011	2	10	14		563
3112	011	2	10	20		578
3113	011	2	10	6		628
3114	011	2	11	0		0
3115	011	2	10	23		686
3116	011	2	10	28		570
3117	011	2	10	20		555
3118	011	2	10	22		606
3119	011	2	10	30		670
3120	011	2	10	1		584
3121	011	2	10	0		598
3122	011	2	10	25		565
3123	011	2	10	0		823
3124	011	2	10	19		556
3125	011	2	10	29		580
3126	011	2	10	4		598
3127	011	2	10	30		619
3128	011	2	10	2		576
3129	011	2	10	2		571
3130	011	2	10	29		597
3131	011	2	10	26		599
3132	011	2	10	30		604
3133	011	2	10	29		705
3134	011	2	10	22		559
3135	011	2	10	27		620
3136	011	2	10	11		576
3137	011	2	10	2		596
3138	011	2	10	10		582
3139	011	2	10	19		536
3140	011	2	10	20		570
3141	011	2	10	30		648
3142	011	2	10	6		577
3143	011	2	10	4		582
3144	011	2	10	0		598
3145	011	2	10	24		616
3146	011	2	10	8		538
3147	011	2	10	0		586
3148	011	2	10	2		552
3149	011	2	10	23		554
3150	011	2	10	29		637
3151	011	2	10	6		602
3152	011	2	10	23		573
3153	011	2	10	0		584
3154	011	2	10	30		571
3155	000	2	00	9		546
3155	011	2	10	29		650
3156	011	2	10	2		590
3157	011	2	10	2		545
3158	011	2	10	2		645
3159	011	2	10	21		628
3160	011	2	10	24		584
3161	011	2	10	18		562
3162	011	2	10	15		592
3163	011	2	10	0		584
3164	011	2	10	15		592
3165	011	2	10	28		576
3166	011	2	10	30		674
3167	011	2	10	17		554
3168	011	2	10	0		641
3169	011	2	10	23		605
3170	011	2	10	3		587
3171	011	2	10	15		590
3172	011	2	10	17		534
3173	011	2	10	24		558
3174	011	2	10	21		565
3175	011	2	10	30		665
3176	011	2	10	7		590
3177	011	2	10	15		641
3178	011	2	10	30		706
3179	011	2	10	22		589
3180	011	2	10	25		566
3181	011	2	10	0		660
3182	011	2	10	10		595
3183	011	2	10	28		549
3184	011	2	10	28		577
3185	011	2	10	11		567
3186	000	2	00	13		566
3186	011	2	10	14		698
3187	011	2	10	25		602
3188	011	2	10	29		589
3189	011	2	10	14		685
3190	011	2	10	29		729
3191	011	2	10	10		574
3192	011	2	10	6		586
3193	011	2	10	8		573
3194	011	2	10	4		576
3195	011	2	10	6		689
3196	011	2	10	30		593
3197	011	2	10	14		560
3198	011	2	10	4		576
3199	011	2	10	26		637
3200	011	2	10	6		585
3201	011	2	10	12		606
3202	011	2	10	9		575
3203	011	2	10	30		598
3204	011	2	10	0		598
3205	011	2	10	21		561
3206	011	2	10	31		618
3207	011	2	11	0		0
3208	011	2	10	4		654
3209	011	2	10	1		636
3210	011	2	10	22		573
3211	011	2	10	26		642
3212	011	2	10	14		581
3213	011	2	10	7		620
3214	000	2	00	29		613
3214	011	2	10	30		571
