LECROYWS454	16215	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	29-Apr-2024 21:09:33	0                 
Time	Ampl
-9.96214e-007	0
-9.95714e-007	-0.001875
-9.95214e-007	-0.00125
-9.94714e-007	-0.000625
-9.94214e-007	-0.00125
-9.93714e-007	0.000625
-9.93214e-007	0.000625
-9.92714e-007	-0.000625
-9.92214e-007	-0.00125
-9.91714e-007	-0.000625
-9.91214e-007	-0.000625
-9.90714e-007	0
-9.90214e-007	0.000625
-9.89714e-007	-0.000625
-9.89214e-007	-0.000625
-9.88714e-007	0
-9.88214e-007	0.000625
-9.87714e-007	0.000625
-9.87214e-007	0.000625
-9.86714e-007	-0.000625
-9.86214e-007	0
-9.85714e-007	0.000625
-9.85214e-007	0.000625
-9.84714e-007	-0.000625
-9.84214e-007	-0.000625
-9.83714e-007	-0.000625
-9.83214e-007	-0.003125
-9.82714e-007	-0.00125
-9.82214e-007	-0.000625
-9.81714e-007	0.000625
-9.81214e-007	-0.000625
-9.80714e-007	-0.00125
-9.80214e-007	-0.00125
-9.79714e-007	-0.000625
-9.79214e-007	0
-9.78714e-007	0.000625
-9.78214e-007	-0.000625
-9.77714e-007	-0.001875
-9.77214e-007	-0.000625
-9.76714e-007	0
-9.76214e-007	-0.000625
-9.75714e-007	0.000625
-9.75214e-007	0.000625
-9.74714e-007	-0.00125
-9.74214e-007	-0.00125
-9.73714e-007	0
-9.73214e-007	-0.001875
-9.72714e-007	-0.000625
-9.72214e-007	-0.000625
-9.71714e-007	-0.0025
-9.71214e-007	-0.001875
-9.70714e-007	-0.000625
-9.70214e-007	0.000625
-9.69714e-007	0
-9.69214e-007	-0.00125
-9.68714e-007	0.000625
-9.68214e-007	0
-9.67714e-007	-0.000625
-9.67214e-007	0.00125
-9.66714e-007	0
-9.66214e-007	0
-9.65714e-007	0.000625
-9.65214e-007	0
-9.64714e-007	-0.000625
-9.64214e-007	0
-9.63714e-007	-0.000625
-9.63214e-007	-0.000625
-9.62714e-007	-0.000625
-9.62214e-007	-0.00125
-9.61714e-007	0.000625
-9.61214e-007	-0.000625
-9.60714e-007	0
-9.60214e-007	0.00125
-9.59714e-007	-0.000625
-9.59214e-007	-0.001875
-9.58714e-007	-0.001875
-9.58214e-007	-0.001875
-9.57714e-007	-0.000625
-9.57214e-007	0
-9.56714e-007	0.000625
-9.56214e-007	-0.000625
-9.55714e-007	-0.000625
-9.55214e-007	0.000625
-9.54714e-007	-0.00125
-9.54214e-007	-0.001875
-9.53714e-007	0
-9.53214e-007	0
-9.52714e-007	0
-9.52214e-007	-0.00125
-9.51714e-007	-0.000625
-9.51214e-007	0.000625
-9.50714e-007	-0.001875
-9.50214e-007	-0.001875
-9.49714e-007	-0.001875
-9.49214e-007	-0.001875
-9.48714e-007	-0.00125
-9.48214e-007	0
-9.47714e-007	-0.001875
-9.47214e-007	-0.0025
-9.46714e-007	0.000625
-9.46214e-007	0.00125
-9.45714e-007	-0.001875
-9.45214e-007	0
-9.44714e-007	0.000625
-9.44214e-007	0.00125
-9.43714e-007	0.00125
-9.43214e-007	0
-9.42714e-007	0.000625
-9.42214e-007	0.000625
-9.41714e-007	0.000625
-9.41214e-007	-0.000625
-9.40714e-007	-0.000625
-9.40214e-007	-0.000625
-9.39714e-007	-0.00125
-9.39214e-007	-0.0025
-9.38714e-007	-0.00125
-9.38214e-007	0.000625
-9.37714e-007	0.000625
-9.37214e-007	0
-9.36714e-007	-0.000625
-9.36214e-007	-0.00125
-9.35714e-007	-0.000625
-9.35214e-007	-0.0025
-9.34714e-007	-0.00125
-9.34214e-007	0
-9.33714e-007	0.000625
-9.33214e-007	0.00125
-9.32714e-007	0.000625
-9.32214e-007	-0.00125
-9.31714e-007	-0.000625
-9.31214e-007	0.000625
-9.30714e-007	-0.00125
-9.30214e-007	-0.00125
-9.29714e-007	-0.000625
-9.29214e-007	-0.000625
-9.28714e-007	-0.000625
-9.28214e-007	-0.00125
-9.27714e-007	-0.001875
-9.27214e-007	-0.00125
-9.26714e-007	-0.000625
-9.26214e-007	-0.001875
-9.25714e-007	-0.001875
-9.25214e-007	0
-9.24714e-007	-0.000625
-9.24214e-007	-0.000625
-9.23714e-007	-0.000625
-9.23214e-007	0
-9.22714e-007	0
-9.22214e-007	0
-9.21714e-007	-0.000625
-9.21214e-007	-0.000625
-9.20714e-007	0.000625
-9.20214e-007	0.000625
-9.19714e-007	-0.00125
-9.19214e-007	0.000625
-9.18714e-007	0.000625
-9.18214e-007	-0.000625
-9.17714e-007	-0.00125
-9.17214e-007	-0.001875
