LECROYWS454	16215	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	29-Apr-2024 21:03:19	0                 
Time	Ampl
-9.96074e-007	-0.000625
-9.95574e-007	-0.001875
-9.95074e-007	-0.00125
-9.94574e-007	-0.00125
-9.94074e-007	-0.001875
-9.93574e-007	-0.0025
-9.93074e-007	-0.001875
-9.92574e-007	-0.000625
-9.92074e-007	-0.000625
-9.91574e-007	0.000625
-9.91074e-007	-0.000625
-9.90574e-007	-0.000625
-9.90074e-007	0.00125
-9.89574e-007	0.00125
-9.89074e-007	-0.00125
-9.88574e-007	-0.00125
-9.88074e-007	-0.000625
-9.87574e-007	0
-9.87074e-007	-0.00125
-9.86574e-007	-0.001875
-9.86074e-007	-0.000625
-9.85574e-007	0
-9.85074e-007	-0.000625
-9.84574e-007	-0.00125
-9.84074e-007	-0.0025
-9.83574e-007	-0.0025
-9.83074e-007	-0.00125
-9.82574e-007	-0.00125
-9.82074e-007	-0.000625
-9.81574e-007	-0.000625
-9.81074e-007	-0.00125
-9.80574e-007	-0.00125
-9.80074e-007	-0.000625
-9.79574e-007	0.00125
-9.79074e-007	0.000625
-9.78574e-007	-0.000625
-9.78074e-007	-0.00125
-9.77574e-007	-0.000625
-9.77074e-007	-0.00125
-9.76574e-007	-0.000625
-9.76074e-007	-0.000625
-9.75574e-007	-0.000625
-9.75074e-007	-0.000625
-9.74574e-007	-0.0025
-9.74074e-007	-0.003125
-9.73574e-007	-0.000625
-9.73074e-007	0
-9.72574e-007	-0.001875
-9.72074e-007	-0.00125
-9.71574e-007	-0.00125
-9.71074e-007	-0.001875
-9.70574e-007	0.000625
-9.70074e-007	0
-9.69574e-007	0
-9.69074e-007	-0.000625
-9.68574e-007	-0.000625
-9.68074e-007	0.001875
-9.67574e-007	0.001875
-9.67074e-007	-0.000625
-9.66574e-007	-0.00125
-9.66074e-007	-0.00125
-9.65574e-007	-0.001875
-9.65074e-007	-0.0025
-9.64574e-007	-0.001875
-9.64074e-007	-0.00125
-9.63574e-007	-0.0025
-9.63074e-007	-0.0025
-9.62574e-007	-0.001875
-9.62074e-007	-0.000625
-9.61574e-007	-0.001875
-9.61074e-007	-0.00125
-9.60574e-007	-0.000625
-9.60074e-007	-0.000625
-9.59574e-007	-0.00125
-9.59074e-007	-0.000625
-9.58574e-007	0.000625
-9.58074e-007	0
-9.57574e-007	0
-9.57074e-007	0.000625
-9.56574e-007	0
-9.56074e-007	-0.000625
-9.55574e-007	-0.000625
-9.55074e-007	-0.00125
