LECROYWS454	16215	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	02-May-2024 19:25:13	0                 
Time	Ampl
-2.12384e-007	-0.0005625
-2.11884e-007	6.25e-005
-2.11384e-007	0.0006875
-2.10884e-007	6.25e-005
-2.10384e-007	6.25e-005
-2.09884e-007	0.001
-2.09384e-007	0.000375
-2.08884e-007	-0.00025
-2.08384e-007	0.000375
-2.07884e-007	-0.00025
-2.07384e-007	-0.0005625
-2.06884e-007	-0.000875
-2.06384e-007	-0.0005625
-2.05884e-007	-0.000875
-2.05384e-007	-0.0011875
-2.04884e-007	-0.0011875
-2.04384e-007	-0.0018125
-2.03884e-007	-0.0011875
-2.03384e-007	-0.0011875
-2.02884e-007	-0.0005625
-2.02384e-007	6.25e-005
-2.01884e-007	-0.00025
-2.01384e-007	-0.00025
-2.00884e-007	0.000375
-2.00384e-007	0.000375
-1.99884e-007	6.25e-005
-1.99384e-007	0.0006875
-1.98884e-007	0.001
-1.98384e-007	6.25e-005
-1.97884e-007	6.25e-005
-1.97384e-007	6.25e-005
-1.96884e-007	-0.0005625
-1.96384e-007	-0.000875
-1.95884e-007	-0.0011875
-1.95384e-007	-0.0011875
-1.94884e-007	-0.0011875
-1.94384e-007	-0.000875
-1.93884e-007	-0.0011875
-1.93384e-007	-0.000875
-1.92884e-007	-0.000875
-1.92384e-007	-0.0005625
-1.91884e-007	-0.0005625
-1.91384e-007	6.25e-005
-1.90884e-007	0.000375
-1.90384e-007	0.000375
-1.89884e-007	0.0006875
-1.89384e-007	6.25e-005
-1.88884e-007	-0.0005625
-1.88384e-007	6.25e-005
-1.87884e-007	0.001
-1.87384e-007	0.000375
-1.86884e-007	-0.0005625
-1.86384e-007	-0.0011875
-1.85884e-007	-0.0011875
-1.85384e-007	-0.000875
-1.84884e-007	-0.0011875
-1.84384e-007	-0.0005625
-1.83884e-007	-0.00025
-1.83384e-007	-0.0011875
-1.82884e-007	-0.0005625
-1.82384e-007	-0.00025
-1.81884e-007	6.25e-005
-1.81384e-007	-0.00025
-1.80884e-007	-0.00025
-1.80384e-007	0.000375
-1.79884e-007	0.000375
-1.79384e-007	-0.0005625
-1.78884e-007	6.25e-005
-1.78384e-007	0.000375
-1.77884e-007	-0.0005625
-1.77384e-007	-0.000875
-1.76884e-007	-0.00025
-1.76384e-007	-0.00025
-1.75884e-007	-0.0005625
-1.75384e-007	-0.0005625
-1.74884e-007	-0.000875
-1.74384e-007	-0.0005625
-1.73884e-007	-0.0005625
-1.73384e-007	-0.00025
-1.72884e-007	-0.00025
-1.72384e-007	6.25e-005
-1.71884e-007	-0.000875
-1.71384e-007	6.25e-005
-1.70884e-007	0.000375
-1.70384e-007	-0.00025
-1.69884e-007	-0.0015
-1.69384e-007	-0.0005625
-1.68884e-007	-0.00025
-1.68384e-007	-0.0005625
-1.67884e-007	-0.0005625
-1.67384e-007	6.25e-005
-1.66884e-007	-0.0005625
-1.66384e-007	-0.00025
-1.65884e-007	-0.00025
-1.65384e-007	6.25e-005
-1.64884e-007	-0.0005625
-1.64384e-007	-0.00025
-1.63884e-007	6.25e-005
-1.63384e-007	6.25e-005
-1.62884e-007	-0.00025
-1.62384e-007	-0.0005625
-1.61884e-007	-0.00025
-1.61384e-007	-0.000875
-1.60884e-007	-0.00025
-1.60384e-007	-0.000875
-1.59884e-007	-0.0005625
-1.59384e-007	-0.0005625
-1.58884e-007	-0.000875
-1.58384e-007	-0.000875
-1.57884e-007	-0.00025
-1.57384e-007	-0.0005625
-1.56884e-007	-0.000875
-1.56384e-007	6.25e-005
-1.55884e-007	0.000375
-1.55384e-007	-0.00025
-1.54884e-007	6.25e-005
-1.54384e-007	0.001
-1.53884e-007	0.001
-1.53384e-007	0.000375
-1.52884e-007	6.25e-005
-1.52384e-007	6.25e-005
-1.51884e-007	-0.0005625
-1.51384e-007	-0.0011875
-1.50884e-007	-0.000875
-1.50384e-007	-0.0005625
-1.49884e-007	-0.0011875
-1.49384e-007	-0.0015
-1.48884e-007	-0.0015
-1.48384e-007	-0.000875
-1.47884e-007	-0.0011875
-1.47384e-007	-0.00025
-1.46884e-007	-0.0005625
-1.46384e-007	0.000375
-1.45884e-007	6.25e-005
-1.45384e-007	6.25e-005
-1.44884e-007	0.000375
-1.44384e-007	0.000375
-1.43884e-007	0.000375
-1.43384e-007	6.25e-005
-1.42884e-007	6.25e-005
-1.42384e-007	6.25e-005
-1.41884e-007	6.25e-005
-1.41384e-007	-0.0005625
-1.40884e-007	-0.0005625
-1.40384e-007	-0.0011875
-1.39884e-007	-0.000875
-1.39384e-007	-0.0018125
-1.38884e-007	-0.0011875
-1.38384e-007	-0.0005625
-1.37884e-007	-0.0015
-1.37384e-007	-0.0015
-1.36884e-007	-0.0005625
-1.36384e-007	0.0006875
-1.35884e-007	6.25e-005
-1.35384e-007	6.25e-005
-1.34884e-007	0.001
-1.34384e-007	0.0006875
-1.33884e-007	0.001
-1.33384e-007	0.0006875
-1.32884e-007	0.000375
-1.32384e-007	-0.00025
-1.31884e-007	-0.000875
-1.31384e-007	6.25e-005
-1.30884e-007	-0.0005625
-1.30384e-007	-0.000875
-1.29884e-007	-0.0011875
-1.29384e-007	-0.0015
-1.28884e-007	-0.0018125
-1.28384e-007	-0.0011875
-1.27884e-007	-0.0005625
-1.27384e-007	-0.00025
-1.26884e-007	-0.0005625
-1.26384e-007	6.25e-005
-1.25884e-007	-0.000875
-1.25384e-007	-0.0005625
-1.24884e-007	6.25e-005
-1.24384e-007	0.000375
-1.23884e-007	0.000375
-1.23384e-007	0.000375
-1.22884e-007	0.000375
-1.22384e-007	0.000375
-1.21884e-007	6.25e-005
-1.21384e-007	6.25e-005
-1.20884e-007	-0.0005625
-1.20384e-007	-0.0005625
-1.19884e-007	-0.0005625
-1.19384e-007	-0.0018125
-1.18884e-007	-0.000875
-1.18384e-007	-0.000875
-1.17884e-007	-0.000875
-1.17384e-007	-0.0005625
-1.16884e-007	-0.0005625
-1.16384e-007	-0.00025
-1.15884e-007	6.25e-005
-1.15384e-007	6.25e-005
-1.14884e-007	6.25e-005
-1.14384e-007	-0.0005625
-1.13884e-007	6.25e-005
-1.13384e-007	6.25e-005
-1.12884e-007	0.000375
-1.12384e-007	-0.0005625
-1.11884e-007	-0.00025
-1.11384e-007	0.000375
-1.10884e-007	-0.0005625
-1.10384e-007	-0.000875
-1.09884e-007	-0.000875
-1.09384e-007	-0.0011875
-1.08884e-007	-0.0005625
-1.08384e-007	-0.0005625
-1.07884e-007	-0.0005625
-1.07384e-007	-0.0005625
-1.06884e-007	-0.0005625
-1.06384e-007	6.25e-005
-1.05884e-007	-0.0005625
-1.05384e-007	0.0006875
-1.04884e-007	-0.000875
-1.04384e-007	-0.0005625
-1.03884e-007	-0.00025
-1.03384e-007	-0.0005625
-1.02884e-007	-0.000875
-1.02384e-007	-0.0005625
-1.01884e-007	-0.0005625
-1.01384e-007	-0.0005625
-1.00884e-007	-0.00025
-1.00384e-007	6.25e-005
-9.9884e-008	-0.0005625
-9.9384e-008	-0.00025
-9.8884e-008	0.000375
-9.8384e-008	-0.00025
-9.7884e-008	0.0006875
-9.7384e-008	0.000375
-9.6884e-008	0.0006875
-9.6384e-008	-0.00025
-9.5884e-008	-0.000875
-9.5384e-008	-0.00025
-9.4884e-008	-0.0005625
-9.4384e-008	-0.0005625
-9.3884e-008	-0.00025
-9.3384e-008	-0.0005625
-9.2884e-008	-0.0005625
-9.2384e-008	-0.0011875
-9.1884e-008	-0.00025
-9.1384e-008	-0.0005625
-9.0884e-008	-0.0005625
-9.0384e-008	6.25e-005
-8.9884e-008	-0.0005625
-8.9384e-008	6.25e-005
-8.8884e-008	0.0006875
-8.8384e-008	6.25e-005
-8.7884e-008	6.25e-005
-8.7384e-008	-0.00025
-8.6884e-008	6.25e-005
-8.6384e-008	0.000375
-8.5884e-008	6.25e-005
-8.5384e-008	6.25e-005
-8.4884e-008	-0.000875
-8.4384e-008	-0.0005625
-8.3884e-008	-0.0005625
-8.3384e-008	-0.0005625
-8.2884e-008	-0.0011875
-8.2384e-008	-0.0005625
-8.1884e-008	-0.000875
-8.1384e-008	-0.0005625
-8.0884e-008	-0.0011875
-8.0384e-008	-0.000875
-7.9884e-008	-0.0005625
-7.9384e-008	6.25e-005
-7.8884e-008	6.25e-005
-7.8384e-008	0.000375
-7.7884e-008	0.0006875
-7.7384e-008	6.25e-005
-7.6884e-008	0.000375
-7.6384e-008	-0.00025
-7.5884e-008	-0.00025
-7.5384e-008	-0.0005625
-7.4884e-008	-0.000875
-7.4384e-008	-0.0005625
-7.3884e-008	-0.0005625
-7.3384e-008	-0.00025
-7.2884e-008	-0.0005625
-7.2384e-008	-0.0011875
-7.1884e-008	-0.00025
-7.1384e-008	-0.0005625
-7.0884e-008	6.25e-005
-7.0384e-008	-0.0005625
-6.9884e-008	-0.00025
-6.9384e-008	-0.00025
-6.8884e-008	6.25e-005
-6.8384e-008	-0.00025
-6.7884e-008	6.25e-005
-6.7384e-008	0.000375
-6.6884e-008	6.25e-005
