Voltage,Current
0,3.960891744366499e-05
0.01188392510637641,3.130615106783807e-05
0.019977832081341983,4.230731054011619e-05
0.02985561554404822,5.470877019406268e-05
0.03983330081152444,2.5691971699200055e-05
0.05002097729593515,3.649646881967783e-05
0.05998829586638345,5.095691838762676e-05
0.07017270377790084,5.669867845647263e-05
0.08028969526290894,5.068294354714453e-05
0.09027601200707104,5.0626570425395456e-05
0.10039525205383495,6.396363237492589e-05
0.11049196997074166,6.449195283530938e-05
0.12040642445737665,7.500208213436182e-05
0.13041644512998815,7.443789188388964e-05
0.14057037068737877,9.015123265786003e-05
0.15039854101380523,8.920016247132907e-05
0.16058876991271973,9.299839031882584e-05
0.17059887246209748,9.040754616298542e-05
0.1806950354576111,9.848756715655327e-05
0.1908036990433323,0.00010166594245452054
0.20071827285752006,9.376201683617368e-05
0.21082132056355476,8.292879443615675e-05
0.22068282216787338,9.04977705795318e-05
0.23073340320225919,0.00010252805694824818
0.2408587433914147,0.000112945113635373
0.2507188085353736,0.00010735804045742208
0.26079743674823214,0.00011792186794954599
0.2708375499104009,0.00011925434463215295
0.2807756158709526,0.00012250576401129365
0.2907535018342914,0.0001228644990014157
0.30092052221298216,0.0001282023056410253
0.31089094281196594,0.00012617895374958865
0.32090455476118596,0.0001256515293344095
0.3308358073234558,0.00012091999989934266
0.34094628511053143,0.00011399927469102121
0.3510386776924133,0.0001192610536236316
0.36065242409706116,0.00010484890197403729
0.3708870348334312,0.00011421711649745703
0.3808897643378287,0.00010430234051638781
0.39096540425504955,0.00010668213255893515
0.40102000017555395,0.00011367118936412188
0.41087093128233537,0.00010272393559048674
0.4208350816369057,0.00010936225182376802
0.43085669498054346,0.00010965701088081209
0.44089842384511774,0.00011507123990943937
0.4509141871333122,0.00012104808818548918
0.46090950809343895,0.00014337346268196902
0.47090600858820547,0.00015139955644597218
0.4808577828937107,0.0001590400840146373
0.49077654268481946,0.00016296365399761956
0.5008316690271551,0.00016528086717983688
0.5108099421676324,0.00018019476734405877
0.5209090226888656,0.0002026294486131519
0.5309135494183521,0.00020632126881759994
0.5407586182866778,0.00024150924315219935
0.5509863543038321,0.0002863523734751904
0.5610308110713959,0.0003410969709511846
0.5709259937507938,0.0004056895168197125
0.5809890374992833,0.0004764019718600644
0.5911116381080783,0.0005456419858834421
0.6007100398443184,0.0006501354854458906
0.6108359749219856,0.0007569316931411016
0.6207501797043548,0.0008709347944668665
0.6309201268805671,0.0009578395198032106
0.6410572498735755,0.001080889034912818
0.650971637696636,0.0012131992606351115
0.6610033750534058,0.0013574301800690592
0.6709714614518798,0.0015044905738628442
0.6808745628595352,0.0016434589435812086
0.6908935910463333,0.0017947528441436588
0.7010209602969033,0.0019368121093994348
0.7110189980268479,0.0020787628286052496
0.7207857093425712,0.002251654585842231
0.7308015403698902,0.002409055536821941
0.7410771608352661,0.0025673300272319468
0.7511223548590534,0.0027159058260778435
0.761052396627936,0.0028746046994969545
0.771254437740403,0.0030245318340909
0.7811452144262742,0.0031832409998858156
0.7910844464691318,0.0033695867133079743
0.8011707717180252,0.0035289300279691817
0.8110992456927444,0.0037007663196724173
0.8210813999176025,0.0038814937393181026
0.8311273968219757,0.004053585501387715
0.8409781311497544,0.004226371928146391
0.8511412793397903,0.004389175456017256
0.8609351992607117,0.0045740204048343005
0.8709697741270065,0.004729925207793712
0.8811327648162842,0.0049127879971638325
0.8910747007890181,0.005099015413886971
0.9009899132105769,0.005281656025433723
0.9109157721201578,0.005449115246948268
0.9209735673301074,0.005636983736399181
0.9310905198858241,0.00582708598048699
0.9409281428497617,0.006005095838947166
0.9510416966496091,0.006195446029493604
0.9608746405803796,0.006353640298575464
0.9708831492735415,0.006553196994473739
0.9809791768083767,0.006724525257298837
0.9910820347070693,0.006922198599204421
