time			V(n008)
0.000000000000000e+00	2.517513e+00
1.953124965725918e-16	2.517512e+00
3.906249931451836e-16	2.517512e+00
7.812499862903672e-16	2.517507e+00
1.562499972580734e-15	2.517494e+00
3.124999945161469e-15	2.517490e+00
6.249999890322938e-15	2.517491e+00
1.249999978064588e-14	2.517489e+00
2.499999956129175e-14	2.517490e+00
4.999999912258350e-14	2.517489e+00
9.999999824516700e-14	2.517489e+00
1.999999964903340e-13	2.517489e+00
3.999999929806680e-13	2.517489e+00
7.999999859613360e-13	2.517489e+00
1.599999971922672e-12	2.517489e+00
3.199999943845344e-12	2.517489e+00
1.399797989948337e-10	2.517489e+00
2.767595980458220e-10	2.517489e+00
4.135393970968103e-10	2.517488e+00
5.503191961477987e-10	2.517488e+00
6.870989951987870e-10	2.517488e+00
8.238787942497753e-10	2.517488e+00
9.606585933007633e-10	2.517488e+00
9.802247066381678e-10	2.517488e+00
9.802944333129771e-10	2.517488e+00
9.804338866625953e-10	2.517488e+00
9.807127933618320e-10	2.517488e+00
9.823862335572523e-10	2.517488e+00
1.000000000000000e-09	2.517488e+00
1.000493503180459e-09	2.505846e+00
1.001480509541377e-09	2.482563e+00
1.003454522263213e-09	2.435996e+00
1.005754381671329e-09	2.381744e+00
1.010354100487559e-09	2.273247e+00
1.018716360732605e-09	2.076020e+00
1.031049274894378e-09	1.785186e+00
1.048801367507732e-09	1.375550e+00
1.058867546382296e-09	1.194287e+00
1.067471693940928e-09	1.123387e+00
1.076775542358491e-09	1.105115e+00
1.089995825554563e-09	1.096529e+00
1.103283839216950e-09	1.092750e+00
1.122815089216950e-09	1.090757e+00
1.161877589216950e-09	1.091260e+00
1.220471339216951e-09	1.095769e+00
1.279065089216951e-09	1.101986e+00
1.337658839216951e-09	1.108970e+00
1.387882053502665e-09	1.115382e+00
1.438105267788379e-09	1.121888e+00
1.488328482074094e-09	1.128487e+00
1.538551696359808e-09	1.135178e+00
1.588774910645522e-09	1.141963e+00
1.638998124931237e-09	1.148842e+00
1.689221339216951e-09	1.155813e+00
2.001780991078305e-09	1.199079e+00
2.033244758949201e-09	1.199302e+00
2.064708526820096e-09	1.199525e+00
2.096172294690992e-09	1.199747e+00
2.127636062561887e-09	1.199970e+00
2.159099830432783e-09	1.200193e+00
2.190563598303679e-09	1.200416e+00
2.222027366174574e-09	1.200638e+00
2.339214866174573e-09	1.201464e+00
2.456402366174572e-09	1.202285e+00
2.573589866174571e-09	1.203101e+00
2.690777366174570e-09	1.203911e+00
2.807964866174569e-09	1.204715e+00
2.925152366174568e-09	1.205515e+00
3.042339866174566e-09	1.206309e+00
4.099817544745985e-09	1.213183e+00
5.157295223317404e-09	1.219706e+00
6.214772901888824e-09	1.225879e+00
7.272250580460243e-09	1.231701e+00
8.329728259031662e-09	1.237172e+00
9.387205937603081e-09	1.242293e+00
1.044468361617450e-08	1.247062e+00
1.100139280641593e-08	1.249303e+00
1.103606421760430e-08	1.244887e+00
1.107073562879267e-08	1.240485e+00
1.110540703998104e-08	1.236096e+00
1.114007845116941e-08	1.231720e+00
1.117474986235778e-08	1.227358e+00
1.120942127354615e-08	1.223010e+00
1.124409268473452e-08	1.218674e+00
1.132500786330595e-08	1.208093e+00
1.140592304187738e-08	1.198073e+00
1.148683822044881e-08	1.188615e+00
1.156775339902023e-08	1.179717e+00
1.164866857759166e-08	1.171381e+00
1.172958375616309e-08	1.163606e+00
1.181049893473452e-08	1.156392e+00
1.186909268473452e-08	1.155717e+00
1.190815518473452e-08	1.164489e+00
1.192768643473452e-08	1.225878e+00
1.194721768473452e-08	1.449505e+00
1.196674893473452e-08	1.846940e+00
1.200000000000000e-08	2.630291e+00
1.201367187500000e-08	2.629809e+00
1.202929687500000e-08	2.629324e+00
1.204882812500000e-08	2.628785e+00
1.206835937500000e-08	2.628315e+00
1.208789062500000e-08	2.627906e+00
1.210742187500000e-08	2.627548e+00
1.214648437500000e-08	2.626946e+00
1.218554687500000e-08	2.626458e+00
1.224414062500000e-08	2.625862e+00
1.228320312500000e-08	2.625537e+00
1.232226562500000e-08	2.625226e+00
1.236132812500000e-08	2.624928e+00
1.240039062500000e-08	2.624643e+00
1.243945312500000e-08	2.624372e+00
1.247851562500000e-08	2.624114e+00
1.251757812500000e-08	2.623870e+00
1.343554687499999e-08	2.618287e+00
1.435351562499998e-08	2.612968e+00
1.527148437499997e-08	2.607914e+00
1.618945312499996e-08	2.603122e+00
1.710742187499995e-08	2.598595e+00
1.802539062499995e-08	2.594331e+00
1.894335937499994e-08	2.590332e+00
1.896289062499994e-08	2.590248e+00
1.999804687499993e-08	2.585958e+00
2.000000000000000e-08	2.585951e+00
