LECROYWS454	16215	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	02-May-2024 19:20:16	0                 
Time	Ampl
-2.12119e-007	-0.00025
-2.11619e-007	6.25e-005
-2.11119e-007	0.000375
-2.10619e-007	0.000375
-2.10119e-007	6.25e-005
-2.09619e-007	-0.00025
-2.09119e-007	0.000375
-2.08619e-007	-0.00025
-2.08119e-007	-0.000875
-2.07619e-007	-0.00025
-2.07119e-007	-0.0005625
-2.06619e-007	-0.0005625
-2.06119e-007	6.25e-005
-2.05619e-007	6.25e-005
-2.05119e-007	-0.00025
-2.04619e-007	-0.0005625
-2.04119e-007	0.000375
-2.03619e-007	6.25e-005
-2.03119e-007	0.000375
-2.02619e-007	6.25e-005
-2.02119e-007	0.000375
-2.01619e-007	0.0006875
-2.01119e-007	6.25e-005
-2.00619e-007	0.000375
-2.00119e-007	6.25e-005
-1.99619e-007	0.0006875
-1.99119e-007	0.000375
-1.98619e-007	-0.0005625
-1.98119e-007	-0.000875
-1.97619e-007	-0.0005625
-1.97119e-007	-0.00025
-1.96619e-007	-0.0005625
-1.96119e-007	-0.0005625
-1.95619e-007	6.25e-005
-1.95119e-007	-0.00025
-1.94619e-007	-0.00025
-1.94119e-007	6.25e-005
-1.93619e-007	6.25e-005
-1.93119e-007	-0.00025
-1.92619e-007	6.25e-005
-1.92119e-007	0.000375
-1.91619e-007	-0.00025
-1.91119e-007	0.0006875
-1.90619e-007	0.001
-1.90119e-007	0.0006875
-1.89619e-007	6.25e-005
-1.89119e-007	6.25e-005
-1.88619e-007	6.25e-005
-1.88119e-007	0.000375
-1.87619e-007	-0.00025
-1.87119e-007	-0.0005625
-1.86619e-007	-0.000875
-1.86119e-007	6.25e-005
-1.85619e-007	6.25e-005
-1.85119e-007	0.000375
-1.84619e-007	0.000375
-1.84119e-007	6.25e-005
-1.83619e-007	0.000375
-1.83119e-007	0.0006875
-1.82619e-007	6.25e-005
-1.82119e-007	0.000375
-1.81619e-007	0.0006875
-1.81119e-007	6.25e-005
-1.80619e-007	6.25e-005
-1.80119e-007	6.25e-005
-1.79619e-007	-0.0005625
-1.79119e-007	6.25e-005
-1.78619e-007	6.25e-005
-1.78119e-007	6.25e-005
-1.77619e-007	-0.00025
-1.77119e-007	-0.0005625
-1.76619e-007	-0.0005625
-1.76119e-007	-0.0005625
-1.75619e-007	-0.00025
-1.75119e-007	0.000375
-1.74619e-007	-0.0005625
-1.74119e-007	-0.0005625
