LECROYWS454	16215	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	02-May-2024 19:13:32	0                 
Time	Ampl
-2.12374e-007	0.0006875
-2.11874e-007	6.25e-005
-2.11374e-007	6.25e-005
-2.10874e-007	-0.00025
-2.10374e-007	-0.0005625
-2.09874e-007	-0.0005625
-2.09374e-007	-0.00025
-2.08874e-007	0.000375
-2.08374e-007	0.0006875
-2.07874e-007	0.000375
-2.07374e-007	6.25e-005
-2.06874e-007	0.000375
-2.06374e-007	6.25e-005
-2.05874e-007	0.000375
-2.05374e-007	0.0006875
-2.04874e-007	0.0006875
-2.04374e-007	-0.00025
-2.03874e-007	-0.00025
-2.03374e-007	0.0006875
-2.02874e-007	0.000375
-2.02374e-007	-0.0005625
-2.01874e-007	-0.00025
-2.01374e-007	6.25e-005
-2.00874e-007	6.25e-005
-2.00374e-007	6.25e-005
-1.99874e-007	-0.00025
-1.99374e-007	-0.0005625
-1.98874e-007	0.0006875
-1.98374e-007	0.0006875
-1.97874e-007	6.25e-005
-1.97374e-007	6.25e-005
-1.96874e-007	0.000375
-1.96374e-007	0.0013125
-1.95874e-007	0.0006875
-1.95374e-007	-0.00025
-1.94874e-007	-0.00025
-1.94374e-007	-0.00025
-1.93874e-007	-0.0005625
-1.93374e-007	-0.0005625
-1.92874e-007	-0.000875
-1.92374e-007	6.25e-005
-1.91874e-007	6.25e-005
-1.91374e-007	-0.0005625
-1.90874e-007	-0.0005625
-1.90374e-007	-0.0005625
-1.89874e-007	-0.0005625
-1.89374e-007	-0.00025
-1.88874e-007	6.25e-005
-1.88374e-007	6.25e-005
-1.87874e-007	0.000375
-1.87374e-007	6.25e-005
-1.86874e-007	6.25e-005
-1.86374e-007	0.0006875
-1.85874e-007	0.0006875
-1.85374e-007	0.0006875
-1.84874e-007	0.000375
-1.84374e-007	6.25e-005
-1.83874e-007	0.000375
-1.83374e-007	-0.00025
-1.82874e-007	-0.00025
-1.82374e-007	-0.0005625
-1.81874e-007	-0.0011875
-1.81374e-007	-0.0005625
-1.80874e-007	-0.0005625
-1.80374e-007	-0.00025
-1.79874e-007	0.000375
-1.79374e-007	-0.00025
-1.78874e-007	6.25e-005
-1.78374e-007	6.25e-005
-1.77874e-007	0.000375
-1.77374e-007	0.000375
-1.76874e-007	-0.0005625
-1.76374e-007	0.0006875
-1.75874e-007	0.001
-1.75374e-007	0.0006875
-1.74874e-007	-0.0005625
-1.74374e-007	6.25e-005
-1.73874e-007	-0.00025
-1.73374e-007	-0.0005625
-1.72874e-007	-0.0005625
-1.72374e-007	-0.000875
-1.71874e-007	-0.0011875
-1.71374e-007	-0.0005625
-1.70874e-007	-0.0005625
-1.70374e-007	6.25e-005
-1.69874e-007	0.0006875
-1.69374e-007	-0.00025
-1.68874e-007	-0.0005625
-1.68374e-007	6.25e-005
-1.67874e-007	0.001
-1.67374e-007	6.25e-005
-1.66874e-007	-0.0005625
-1.66374e-007	0.000375
-1.65874e-007	0.0006875
-1.65374e-007	0.0006875
-1.64874e-007	6.25e-005
-1.64374e-007	-0.000875
-1.63874e-007	-0.00025
-1.63374e-007	0.000375
-1.62874e-007	0.0006875
-1.62374e-007	-0.00025
-1.61874e-007	-0.00025
-1.61374e-007	0.000375
-1.60874e-007	-0.00025
-1.60374e-007	6.25e-005
-1.59874e-007	6.25e-005
-1.59374e-007	-0.0011875
-1.58874e-007	-0.0005625
-1.58374e-007	6.25e-005
-1.57874e-007	-0.0005625
-1.57374e-007	6.25e-005
-1.56874e-007	0.000375
-1.56374e-007	6.25e-005
-1.55874e-007	0.0006875
-1.55374e-007	0.000375
-1.54874e-007	6.25e-005
-1.54374e-007	0.000375
-1.53874e-007	6.25e-005
-1.53374e-007	6.25e-005
-1.52874e-007	6.25e-005
-1.52374e-007	-0.00025
-1.51874e-007	-0.00025
-1.51374e-007	-0.00025
-1.50874e-007	-0.00025
-1.50374e-007	6.25e-005
-1.49874e-007	-0.00025
-1.49374e-007	0.000375
-1.48874e-007	0.0006875
-1.48374e-007	-0.0005625
-1.47874e-007	-0.00025
-1.47374e-007	0.0006875
-1.46874e-007	6.25e-005
-1.46374e-007	-0.00025
-1.45874e-007	6.25e-005
-1.45374e-007	0.000375
-1.44874e-007	-0.00025
-1.44374e-007	0.000375
-1.43874e-007	0.0006875
-1.43374e-007	0.000375
-1.42874e-007	6.25e-005
-1.42374e-007	6.25e-005
-1.41874e-007	0.000375
-1.41374e-007	0.001
-1.40874e-007	0.000375
